scenario,reconstruction_scenario,internal_mode,sheet,sheet_row,particle_id,component_status,chain_order,orientation_reversed,segment_length_nm,component_total_length_nm,component_residual_nm
A_row_literal,row_literal,disconnected_fragments,组2,20,组2_row_literal_P0018,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,disconnected_fragments,组2,21,组2_row_literal_P0019,cannot_reconstruct,1,False,3746.525577980492,3746.525577980492,-1253.474422019508
A_row_literal,row_literal,disconnected_fragments,组2,22,组2_row_literal_P0020,cannot_reconstruct,1,False,2021.025915386798,2021.025915386798,-2978.9740846132017
A_row_literal,row_literal,disconnected_fragments,组2,23,组2_row_literal_P0021,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
A_row_literal,row_literal,disconnected_fragments,组2,24,组2_row_literal_P0022,cannot_reconstruct,1,False,843.9378326602185,843.9378326602185,-4156.062167339782
A_row_literal,row_literal,disconnected_fragments,组2,25,组2_row_literal_P0023,cannot_reconstruct,1,False,3472.012519815564,3472.012519815564,-1527.9874801844362
A_row_literal,row_literal,disconnected_fragments,组2,26,组2_row_literal_P0024,unique,1,False,5000.0,5000.0,0.0
A_row_literal,row_literal,disconnected_fragments,组2,27,组2_row_literal_P0025,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,disconnected_fragments,组2,28,组2_row_literal_P0026,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,disconnected_fragments,组2,29,组2_row_literal_P0027,cannot_reconstruct,1,False,4156.062167339787,4156.062167339787,-843.9378326602127
A_row_literal,row_literal,disconnected_fragments,组2,30,组2_row_literal_P0028,cannot_reconstruct,1,False,759.7249841608437,759.7249841608437,-4240.275015839156
A_row_literal,row_literal,disconnected_fragments,组2,31,组2_row_literal_P0029,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
A_row_literal,row_literal,disconnected_fragments,组2,32,组2_row_literal_P0030,cannot_reconstruct,1,False,1272.9743794322424,1272.9743794322424,-3727.025620567758
A_row_literal,row_literal,disconnected_fragments,组2,33,组2_row_literal_P0031,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,disconnected_fragments,组2,34,组2_row_literal_P0032,cannot_reconstruct,1,False,1064.8514837356201,1064.8514837356201,-3935.14851626438
A_row_literal,row_literal,disconnected_fragments,组2,35,组2_row_literal_P0033,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,disconnected_fragments,组2,36,组2_row_literal_P0034,cannot_reconstruct,1,False,4925.513101435421,4925.513101435421,-74.48689856457895
A_row_literal,row_literal,disconnected_fragments,组2,37,组2_row_literal_P0035,cannot_reconstruct,1,False,1253.4744220195043,1253.4744220195043,-3746.5255779804957
A_row_literal,row_literal,disconnected_fragments,组2,38,组2_row_literal_P0036,cannot_reconstruct,1,False,3935.148516264376,3935.148516264376,-1064.8514837356238
A_row_literal,row_literal,disconnected_fragments,组2,39,组2_row_literal_P0037,cannot_reconstruct,1,False,1527.9874801844335,1527.9874801844335,-3472.0125198155665
A_row_literal,row_literal,disconnected_fragments,组2,40,组2_row_literal_P0038,cannot_reconstruct,1,False,3443.512030305012,3443.512030305012,-1556.487969694988
A_row_literal,row_literal,disconnected_fragments,组2,41,组2_row_literal_P0039,cannot_reconstruct,1,False,3125.322310372395,3125.322310372395,-1874.677689627605
A_row_literal,row_literal,disconnected_fragments,组2,42,组2_row_literal_P0040,cannot_reconstruct,1,False,927.5617455518203,927.5617455518203,-4072.4382544481796
A_row_literal,row_literal,disconnected_fragments,组2,43,组2_row_literal_P0041,cannot_reconstruct,1,False,1338.582052862184,1338.582052862184,-3661.417947137816
A_row_literal,row_literal,disconnected_fragments,组2,44,组2_row_literal_P0042,cannot_reconstruct,1,False,2322.736181411338,2322.736181411338,-2677.263818588662
A_row_literal,row_literal,disconnected_fragments,组2,45,组2_row_literal_P0043,cannot_reconstruct,1,False,2227.771009824533,2227.771009824533,-2772.228990175467
A_row_literal,row_literal,disconnected_fragments,组2,46,组2_row_literal_P0044,cannot_reconstruct,1,False,1946.4264246338662,1946.4264246338662,-3053.573575366134
A_row_literal,row_literal,disconnected_fragments,组2,47,组2_row_literal_P0045,cannot_reconstruct,1,False,1919.8772479556317,1919.8772479556317,-3080.122752044368
A_row_literal,row_literal,disconnected_fragments,组2,48,组2_row_literal_P0046,cannot_reconstruct,1,False,1934.5129293238506,1934.5129293238506,-3065.4870706761494
A_row_literal,row_literal,disconnected_fragments,组2,49,组2_row_literal_P0047,cannot_reconstruct,1,False,1053.1422742228324,1053.1422742228324,-3946.8577257771676
A_row_literal,row_literal,disconnected_fragments,组2,50,组2_row_literal_P0048,cannot_reconstruct,1,False,1034.9180873207345,1034.9180873207345,-3965.0819126792658
A_row_literal,row_literal,disconnected_fragments,组2,51,组2_row_literal_P0049,cannot_reconstruct,1,False,577.4739501397556,577.4739501397556,-4422.526049860245
A_row_literal,row_literal,disconnected_fragments,组3,3,组3_row_literal_P0001,cannot_reconstruct,1,False,4874.807153360126,4874.807153360126,-125.192846639874
A_row_literal,row_literal,disconnected_fragments,组3,4,组3_row_literal_P0002,cannot_reconstruct,1,False,3536.541437143679,3536.541437143679,-1463.458562856321
A_row_literal,row_literal,disconnected_fragments,组3,5,组3_row_literal_P0003,cannot_reconstruct,1,False,1779.052636984073,1779.052636984073,-3220.9473630159273
A_row_literal,row_literal,disconnected_fragments,组3,6,组3_row_literal_P0004,cannot_reconstruct,1,False,1478.0691391314886,1478.0691391314886,-3521.9308608685114
A_row_literal,row_literal,disconnected_fragments,组3,7,组3_row_literal_P0005,cannot_reconstruct,1,False,4422.796321965136,4422.796321965136,-577.2036780348644
A_row_literal,row_literal,disconnected_fragments,组3,8,组3_row_literal_P0006,cannot_reconstruct,1,False,3442.092433649416,3442.092433649416,-1557.9075663505841
A_row_literal,row_literal,disconnected_fragments,组3,9,组3_row_literal_P0007,cannot_reconstruct,1,False,2497.5982763783745,2497.5982763783745,-2502.4017236216255
A_row_literal,row_literal,disconnected_fragments,组3,10,组3_row_literal_P0008,cannot_reconstruct,1,False,2497.1282484913363,2497.1282484913363,-2502.8717515086637
A_row_literal,row_literal,disconnected_fragments,组3,11,组3_row_literal_P0009,cannot_reconstruct,1,False,2904.010790879062,2904.010790879062,-2095.989209120938
A_row_literal,row_literal,disconnected_fragments,组3,12,组3_row_literal_P0010,cannot_reconstruct,1,False,4342.181221878726,4342.181221878726,-657.8187781212737
A_row_literal,row_literal,disconnected_fragments,组3,13,组3_row_literal_P0011,cannot_reconstruct,1,False,913.5151014276626,913.5151014276626,-4086.4848985723374
A_row_literal,row_literal,disconnected_fragments,组3,14,组3_row_literal_P0012,cannot_reconstruct,1,False,2060.382740381134,2060.382740381134,-2939.617259618866
A_row_literal,row_literal,disconnected_fragments,组3,15,组3_row_literal_P0013,cannot_reconstruct,1,False,4528.159142474385,4528.159142474385,-471.8408575256153
A_row_literal,row_literal,disconnected_fragments,组3,16,组3_row_literal_P0014,cannot_reconstruct,1,False,3509.930579045047,3509.930579045047,-1490.0694209549529
A_row_literal,row_literal,disconnected_fragments,组3,17,组3_row_literal_P0015,cannot_reconstruct,1,False,804.9025853004582,804.9025853004582,-4195.097414699541
A_row_literal,row_literal,disconnected_fragments,组3,18,组3_row_literal_P0016,cannot_reconstruct,1,False,2497.840944605064,2497.840944605064,-2502.159055394936
A_row_literal,row_literal,disconnected_fragments,组3,19,组3_row_literal_P0017,cannot_reconstruct,1,False,981.387976262608,981.387976262608,-4018.612023737392
A_row_literal,row_literal,disconnected_fragments,组3,20,组3_row_literal_P0018,cannot_reconstruct,1,False,1471.223154195896,1471.223154195896,-3528.7768458041037
A_row_literal,row_literal,disconnected_fragments,组3,21,组3_row_literal_P0019,cannot_reconstruct,1,False,882.4164156787766,882.4164156787766,-4117.5835843212235
A_row_literal,row_literal,disconnected_fragments,组3,22,组3_row_literal_P0020,cannot_reconstruct,1,False,1840.460384963259,1840.460384963259,-3159.539615036741
A_row_literal,row_literal,disconnected_fragments,组3,23,组3_row_literal_P0021,cannot_reconstruct,1,False,3191.740660501443,3191.740660501443,-1808.259339498557
A_row_literal,row_literal,disconnected_fragments,组3,24,组3_row_literal_P0022,cannot_reconstruct,1,False,2765.288061848407,2765.288061848407,-2234.711938151593
A_row_literal,row_literal,disconnected_fragments,组3,25,组3_row_literal_P0023,cannot_reconstruct,1,False,3450.0439600567543,3450.0439600567543,-1549.9560399432457
A_row_literal,row_literal,disconnected_fragments,组3,26,组3_row_literal_P0024,cannot_reconstruct,1,False,3815.52228969526,3815.52228969526,-1184.47771030474
A_row_literal,row_literal,disconnected_fragments,组3,27,组3_row_literal_P0025,cannot_reconstruct,1,False,3665.68426682574,3665.68426682574,-1334.31573317426
A_row_literal,row_literal,disconnected_fragments,组3,28,组3_row_literal_P0026,cannot_reconstruct,1,False,4474.302617950936,4474.302617950936,-525.6973820490639
A_row_literal,row_literal,disconnected_fragments,组3,29,组3_row_literal_P0027,cannot_reconstruct,1,False,2305.77420421187,2305.77420421187,-2694.22579578813
A_row_literal,row_literal,disconnected_fragments,组3,30,组3_row_literal_P0028,cannot_reconstruct,1,False,4036.5366439420955,4036.5366439420955,-963.4633560579045
A_row_literal,row_literal,disconnected_fragments,组3,31,组3_row_literal_P0029,cannot_reconstruct,1,False,3711.5554274002566,3711.5554274002566,-1288.4445725997434
A_row_literal,row_literal,disconnected_fragments,组3,32,组3_row_literal_P0030,cannot_reconstruct,1,False,831.6354537618065,831.6354537618065,-4168.364546238194
A_row_literal,row_literal,disconnected_fragments,组3,33,组3_row_literal_P0031,cannot_reconstruct,1,False,3277.8623350247467,3277.8623350247467,-1722.1376649752533
A_row_literal,row_literal,disconnected_fragments,组3,34,组3_row_literal_P0032,cannot_reconstruct,1,False,3934.469704923681,3934.469704923681,-1065.530295076319
A_row_literal,row_literal,disconnected_fragments,组3,35,组3_row_literal_P0033,cannot_reconstruct,1,False,3432.2559148160726,3432.2559148160726,-1567.7440851839274
A_row_literal,row_literal,disconnected_fragments,组3,36,组3_row_literal_P0034,cannot_reconstruct,1,False,3965.7249804704193,3965.7249804704193,-1034.2750195295807
A_row_literal,row_literal,disconnected_fragments,组3,37,组3_row_literal_P0035,cannot_reconstruct,1,False,3102.4049691529685,3102.4049691529685,-1897.5950308470315
A_row_literal,row_literal,disconnected_fragments,组3,38,组3_row_literal_P0036,cannot_reconstruct,1,False,4168.659955305062,4168.659955305062,-831.3400446949381
A_row_literal,row_literal,disconnected_fragments,组3,39,组3_row_literal_P0037,cannot_reconstruct,1,False,1075.0919356239763,1075.0919356239763,-3924.9080643760235
A_row_literal,row_literal,disconnected_fragments,组3,40,组3_row_literal_P0038,cannot_reconstruct,1,False,561.7183048111525,561.7183048111525,-4438.281695188847
A_row_literal,row_literal,disconnected_fragments,组3,41,组3_row_literal_P0039,cannot_reconstruct,1,False,811.0214235042997,811.0214235042997,-4188.9785764957005
A_row_literal,row_literal,disconnected_fragments,组3,42,组3_row_literal_P0040,cannot_reconstruct,1,False,2217.8121965483037,2217.8121965483037,-2782.1878034516963
A_row_literal,row_literal,disconnected_fragments,组3,43,组3_row_literal_P0041,cannot_reconstruct,1,False,4193.518468482424,4193.518468482424,-806.4815315175756
A_row_literal,row_literal,disconnected_fragments,组3,44,组3_row_literal_P0042,cannot_reconstruct,1,False,1222.5803393993835,1222.5803393993835,-3777.419660600616
A_row_literal,row_literal,disconnected_fragments,组3,45,组3_row_literal_P0043,cannot_reconstruct,1,False,1570.7107564586443,1570.7107564586443,-3429.289243541356
A_row_literal,row_literal,disconnected_fragments,组3,46,组3_row_literal_P0044,cannot_reconstruct,1,False,1001.7754394470295,1001.7754394470295,-3998.2245605529706
A_row_literal,row_literal,disconnected_fragments,组3,47,组3_row_literal_P0045,cannot_reconstruct,1,False,2719.6039063448707,2719.6039063448707,-2280.3960936551293
A_row_literal,row_literal,disconnected_fragments,组3,48,组3_row_literal_P0046,cannot_reconstruct,1,False,1133.8748542010278,1133.8748542010278,-3866.125145798972
A_row_literal,row_literal,disconnected_fragments,组3,49,组3_row_literal_P0047,cannot_reconstruct,1,False,1521.2992147504362,1521.2992147504362,-3478.7007852495635
A_row_literal,row_literal,disconnected_fragments,组3,50,组3_row_literal_P0048,cannot_reconstruct,1,False,1869.0236159136484,1869.0236159136484,-3130.9763840863516
A_row_literal,row_literal,disconnected_fragments,组3,51,组3_row_literal_P0049,cannot_reconstruct,1,False,4990.28278053823,4990.28278053823,-9.717219461769673
A_row_literal,row_literal,disconnected_fragments,组3,52,组3_row_literal_P0050,cannot_reconstruct,1,False,3790.511763514181,3790.511763514181,-1209.488236485819
A_row_literal,row_literal,disconnected_fragments,组3,53,组3_row_literal_P0051,cannot_reconstruct,1,False,1166.4689946717895,1166.4689946717895,-3833.5310053282105
A_row_literal,row_literal,disconnected_fragments,组3,54,组3_row_literal_P0052,cannot_reconstruct,1,False,4658.088761177963,4658.088761177963,-341.9112388220374
A_row_literal,row_literal,disconnected_fragments,组3,55,组3_row_literal_P0053,cannot_reconstruct,1,False,3360.0465203772746,3360.0465203772746,-1639.9534796227254
A_row_literal,row_literal,disconnected_fragments,组3,56,组3_row_literal_P0054,cannot_reconstruct,1,False,2350.5690666134938,2350.5690666134938,-2649.4309333865062
A_row_literal,row_literal,disconnected_fragments,组3,57,组3_row_literal_P0055,cannot_reconstruct,1,False,3112.9454020522185,3112.9454020522185,-1887.0545979477815
A_row_literal,row_literal,disconnected_fragments,组3,58,组3_row_literal_P0056,cannot_reconstruct,1,False,527.6768003198009,527.6768003198009,-4472.323199680199
A_row_literal,row_literal,disconnected_fragments,组3,59,组3_row_literal_P0057,cannot_reconstruct,1,False,3858.5340030565994,3858.5340030565994,-1141.4659969434006
A_row_literal,row_literal,disconnected_fragments,组3,60,组3_row_literal_P0058,cannot_reconstruct,1,False,1835.0289031984546,1835.0289031984546,-3164.971096801545
A_row_literal,row_literal,disconnected_fragments,组3,61,组3_row_literal_P0059,cannot_reconstruct,1,False,3851.4126671684735,3851.4126671684735,-1148.5873328315265
A_row_literal,row_literal,disconnected_fragments,组3,62,组3_row_literal_P0060,cannot_reconstruct,1,False,3412.7178876246353,3412.7178876246353,-1587.2821123753647
A_row_literal,row_literal,disconnected_fragments,组3,63,组3_row_literal_P0061,cannot_reconstruct,1,False,3968.893669832232,3968.893669832232,-1031.1063301677682
A_row_literal,row_literal,disconnected_fragments,组3,64,组3_row_literal_P0062,cannot_reconstruct,1,False,2685.6760287580933,2685.6760287580933,-2314.3239712419067
A_row_literal,row_literal,disconnected_fragments,组3,65,组3_row_literal_P0063,cannot_reconstruct,1,False,4993.537514137639,4993.537514137639,-6.4624858623610635
A_row_literal,row_literal,disconnected_fragments,组3,66,组3_row_literal_P0064,cannot_reconstruct,1,False,4041.1373501089392,4041.1373501089392,-958.8626498910608
A_row_literal,row_literal,disconnected_fragments,组3,67,组3_row_literal_P0065,cannot_reconstruct,1,False,3350.0600666507207,3350.0600666507207,-1649.9399333492793
A_row_literal,row_literal,disconnected_fragments,组3,68,组3_row_literal_P0066,cannot_reconstruct,1,False,1051.9335501859841,1051.9335501859841,-3948.066449814016
A_row_literal,row_literal,disconnected_fragments,组3,69,组3_row_literal_P0067,cannot_reconstruct,1,False,4794.642353041769,4794.642353041769,-205.35764695823127
A_row_literal,row_literal,disconnected_fragments,组3,70,组3_row_literal_P0068,cannot_reconstruct,1,False,4092.4903058783066,4092.4903058783066,-907.5096941216934
A_row_literal,row_literal,disconnected_fragments,组3,71,组3_row_literal_P0069,cannot_reconstruct,1,False,703.6578416292421,703.6578416292421,-4296.342158370758
A_row_literal,row_literal,disconnected_fragments,组3,72,组3_row_literal_P0070,cannot_reconstruct,1,False,3863.6457713094705,3863.6457713094705,-1136.3542286905295
A_row_literal,row_literal,disconnected_fragments,组3,73,组3_row_literal_P0071,cannot_reconstruct,1,False,2881.413688093943,2881.413688093943,-2118.586311906057
A_row_literal,row_literal,disconnected_fragments,组3,74,组3_row_literal_P0072,cannot_reconstruct,1,False,3326.053025150123,3326.053025150123,-1673.9469748498768
A_row_literal,row_literal,disconnected_fragments,组3,75,组3_row_literal_P0073,cannot_reconstruct,1,False,4593.515484953657,4593.515484953657,-406.4845150463434
A_row_literal,row_literal,disconnected_fragments,组3,76,组3_row_literal_P0074,cannot_reconstruct,1,False,690.7110208664845,690.7110208664845,-4309.288979133516
A_row_literal,row_literal,disconnected_fragments,组3,77,组3_row_literal_P0075,cannot_reconstruct,1,False,3725.7910866581533,3725.7910866581533,-1274.2089133418467
A_row_literal,row_literal,disconnected_fragments,组3,78,组3_row_literal_P0076,cannot_reconstruct,1,False,2952.028245508109,2952.028245508109,-2047.9717544918908
A_row_literal,row_literal,disconnected_fragments,组3,79,组3_row_literal_P0077,cannot_reconstruct,1,False,4320.664865233921,4320.664865233921,-679.3351347660791
A_row_literal,row_literal,disconnected_fragments,组3,80,组3_row_literal_P0078,cannot_reconstruct,1,False,919.4071165032985,919.4071165032985,-4080.5928834967017
A_row_literal,row_literal,disconnected_fragments,组3,81,组3_row_literal_P0079,cannot_reconstruct,1,False,3399.8577180403504,3399.8577180403504,-1600.1422819596496
A_row_literal,row_literal,disconnected_fragments,组3,82,组3_row_literal_P0080,cannot_reconstruct,1,False,771.300909264929,771.300909264929,-4228.699090735071
A_row_literal,row_literal,disconnected_fragments,组3,83,组3_row_literal_P0081,cannot_reconstruct,1,False,1870.0005292357725,1870.0005292357725,-3129.999470764227
A_row_literal,row_literal,disconnected_fragments,组3,84,组3_row_literal_P0082,cannot_reconstruct,1,False,811.9672405650101,811.9672405650101,-4188.03275943499
A_row_literal,row_literal,disconnected_fragments,组3,85,组3_row_literal_P0083,cannot_reconstruct,1,False,2575.775295958822,2575.775295958822,-2424.224704041178
A_row_literal,row_literal,disconnected_fragments,组3,86,组3_row_literal_P0084,cannot_reconstruct,1,False,4088.707983910174,4088.707983910174,-911.2920160898261
A_row_literal,row_literal,disconnected_fragments,组3,87,组3_row_literal_P0085,cannot_reconstruct,1,False,1668.3304045978007,1668.3304045978007,-3331.6695954021993
A_row_literal,row_literal,disconnected_fragments,组3,88,组3_row_literal_P0086,cannot_reconstruct,1,False,3595.476948190313,3595.476948190313,-1404.5230518096869
A_row_literal,row_literal,disconnected_fragments,组3,89,组3_row_literal_P0087,cannot_reconstruct,1,False,700.4031634580434,700.4031634580434,-4299.596836541957
A_row_literal,row_literal,disconnected_fragments,组3,90,组3_row_literal_P0088,cannot_reconstruct,1,False,827.2490177645481,827.2490177645481,-4172.750982235452
A_row_literal,row_literal,disconnected_fragments,组3,91,组3_row_literal_P0089,cannot_reconstruct,1,False,2066.891848974567,2066.891848974567,-2933.108151025433
A_row_literal,row_literal,disconnected_fragments,组3,92,组3_row_literal_P0090,cannot_reconstruct,1,False,1594.678851040646,1594.678851040646,-3405.321148959354
A_row_literal,row_literal,disconnected_fragments,组3,93,组3_row_literal_P0091,cannot_reconstruct,1,False,661.2562181169345,661.2562181169345,-4338.743781883066
A_row_literal,row_literal,disconnected_fragments,组3,94,组3_row_literal_P0092,cannot_reconstruct,1,False,3800.2541601701055,3800.2541601701055,-1199.7458398298945
A_row_literal,row_literal,disconnected_fragments,组3,95,组3_row_literal_P0093,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,disconnected_fragments,组3,96,组3_row_literal_P0094,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,disconnected_fragments,组3,97,组3_row_literal_P0095,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,disconnected_fragments,组3,98,组3_row_literal_P0096,cannot_reconstruct,1,False,1531.4431755272144,1531.4431755272144,-3468.5568244727856
A_row_literal,row_literal,disconnected_fragments,组3,99,组3_row_literal_P0097,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,disconnected_fragments,组3,100,组3_row_literal_P0098,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,disconnected_fragments,组3,101,组3_row_literal_P0099,cannot_reconstruct,1,False,1302.2097711223462,1302.2097711223462,-3697.790228877654
A_row_literal,row_literal,disconnected_fragments,组3,102,组3_row_literal_P0100,unique,1,False,4999.9999999999945,4999.9999999999945,-5.4569682106375694e-12
A_row_literal,row_literal,disconnected_fragments,组3,103,组3_row_literal_P0101,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,disconnected_fragments,组3,104,组3_row_literal_P0102,cannot_reconstruct,1,False,1190.150215079024,1190.150215079024,-3809.849784920976
A_row_literal,row_literal,disconnected_fragments,组3,105,组3_row_literal_P0103,unique,1,False,5000.0,5000.0,0.0
A_row_literal,row_literal,disconnected_fragments,组3,106,组3_row_literal_P0104,cannot_reconstruct,1,False,3905.228272487582,3905.228272487582,-1094.7717275124178
A_row_literal,row_literal,disconnected_fragments,组3,107,组3_row_literal_P0105,cannot_reconstruct,1,False,2910.8088956880915,2910.8088956880915,-2089.1911043119085
A_row_literal,row_literal,disconnected_fragments,组3,108,组3_row_literal_P0106,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,disconnected_fragments,组3,109,组3_row_literal_P0107,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,disconnected_fragments,组3,110,组3_row_literal_P0108,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,disconnected_fragments,组3,111,组3_row_literal_P0109,cannot_reconstruct,1,False,4814.484257451858,4814.484257451858,-185.51574254814204
A_row_literal,row_literal,disconnected_fragments,组3,112,组3_row_literal_P0110,cannot_reconstruct,1,False,1080.1204359450621,1080.1204359450621,-3919.879564054938
A_row_literal,row_literal,disconnected_fragments,组3,113,组3_row_literal_P0111,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,disconnected_fragments,组3,114,组3_row_literal_P0112,cannot_reconstruct,1,False,705.212623967009,705.212623967009,-4294.787376032991
A_row_literal,row_literal,disconnected_fragments,组3,115,组3_row_literal_P0113,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,disconnected_fragments,组3,116,组3_row_literal_P0114,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
A_row_literal,row_literal,disconnected_fragments,组3,117,组3_row_literal_P0115,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,disconnected_fragments,组3,118,组3_row_literal_P0116,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,disconnected_fragments,组3,119,组3_row_literal_P0117,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,disconnected_fragments,组3,120,组3_row_literal_P0118,cannot_reconstruct,1,False,4833.786768637805,4833.786768637805,-166.21323136219507
