scenario,reconstruction_scenario,internal_mode,edge_id,sheet,edge_type,node_u,node_v,row_u,row_v,electrode,particle_u,particle_v,particle_id,component_status,gap_lower_nm,gap_upper_nm,gap_estimate_nm,classification,threshold_relation,method,capsule_lower_bound_nm,gjk_iterations,gjk_converged,slsqp_check_gap_nm,slsqp_abs_difference_nm,slsqp_same_threshold_class,crossing_axes,shift_x,shift_y,shift_z,mapped_endpoint_residual_nm,enabled
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r4,组2,electrode_contact,LEFT,r4,,4,left,LEFT,组2_row_literal_P0002,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r5,组2,electrode_contact,LEFT,r5,,5,left,LEFT,组2_row_literal_P0003,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r6,组2,electrode_contact,LEFT,r6,,6,left,LEFT,组2_row_literal_P0004,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r7,组2,electrode_contact,LEFT,r7,,7,left,LEFT,组2_row_literal_P0005,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r8,组2,electrode_contact,LEFT,r8,,8,left,LEFT,组2_row_literal_P0006,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r9,组2,electrode_contact,LEFT,r9,,9,left,LEFT,组2_row_literal_P0007,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r10,组2,electrode_contact,LEFT,r10,,10,left,LEFT,组2_row_literal_P0008,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r11,组2,electrode_contact,LEFT,r11,,11,left,LEFT,组2_row_literal_P0009,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r12,组2,electrode_contact,LEFT,r12,,12,left,LEFT,组2_row_literal_P0010,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:LEFT:r13,组2,electrode_contact,LEFT,r13,,13,left,LEFT,组2_row_literal_P0011,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r36,组2,electrode_contact,r36,RIGHT,36,,right,组2_row_literal_P0034,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r40,组2,electrode_contact,r40,RIGHT,40,,right,组2_row_literal_P0038,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r41,组2,electrode_contact,r41,RIGHT,41,,right,组2_row_literal_P0039,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r44,组2,electrode_contact,r44,RIGHT,44,,right,组2_row_literal_P0042,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r45,组2,electrode_contact,r45,RIGHT,45,,right,组2_row_literal_P0043,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r46,组2,electrode_contact,r46,RIGHT,46,,right,组2_row_literal_P0044,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r47,组2,electrode_contact,r47,RIGHT,47,,right,组2_row_literal_P0045,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r48,组2,electrode_contact,r48,RIGHT,48,,right,组2_row_literal_P0046,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r49,组2,electrode_contact,r49,RIGHT,49,,right,组2_row_literal_P0047,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r50,组2,electrode_contact,r50,RIGHT,50,,right,组2_row_literal_P0048,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:ELECTRODE:RIGHT:r51,组2,electrode_contact,r51,RIGHT,51,,right,组2_row_literal_P0049,RIGHT,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r4:r13,组2,cylinder_contact,r4,r13,4,13,,组2_row_literal_P0002,组2_row_literal_P0011,,,0.0,1.9903950043506905e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,2.308990589380062e-13,2.308990589380062e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r4:r14,组2,cylinder_contact,r4,r14,4,14,,组2_row_literal_P0002,组2_row_literal_P0012,,,0.0,1.6746695940092656e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,6,True,5.453474041662791e-10,5.453474041662791e-10,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r5:r8,组2,cylinder_contact,r5,r8,5,8,,组2_row_literal_P0003,组2_row_literal_P0006,,,0.0,2.330633945603017e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,1.1588601317882371e-13,1.1588601317882371e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r5:r18,组2,cylinder_contact,r5,r18,5,18,,组2_row_literal_P0003,组2_row_literal_P0016,,,0.0,2.3804978668550276e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,9.099386826154683e-13,9.099386826154683e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r6:r7,组2,cylinder_contact,r6,r7,6,7,,组2_row_literal_P0004,组2_row_literal_P0005,,,0.0,2.0068569593554382e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,2.2914314707516465e-13,2.2914314707516465e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r13:r14,组2,cylinder_contact,r13,r14,13,14,,组2_row_literal_P0011,组2_row_literal_P0012,,,0.0,1.985972445629906e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,1.2789769243681803e-12,1.2789769243681803e-12,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r14:r26,组2,cylinder_contact,r14,r26,14,26,,组2_row_literal_P0012,组2_row_literal_P0024,,,0.0,1.4410931306146347e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,5.123796534383003e-14,5.123796534383003e-14,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r16:r17,组2,cylinder_contact,r16,r17,16,17,,组2_row_literal_P0014,组2_row_literal_P0015,,,0.0,1.4325883993482166e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,4.556346636343676e-13,4.556346636343676e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r16:r19,组2,cylinder_contact,r16,r19,16,19,,组2_row_literal_P0014,组2_row_literal_P0017,,,0.0,1.7265948717538152e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,7,True,4.565202517656249e-13,4.565202517656249e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r16:r36,组2,cylinder_contact,r16,r36,16,36,,组2_row_literal_P0014,组2_row_literal_P0034,,,0.0,1.465584092043925e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,9.094947017729282e-13,9.094947017729282e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r20:r32,组2,cylinder_contact,r20,r32,20,32,,组2_row_literal_P0018,组2_row_literal_P0030,,,0.0,1.4230730689125853e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,6,True,6.511650267020756e-13,6.511650267020756e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r21:r23,组2,cylinder_contact,r21,r23,21,23,,组2_row_literal_P0019,组2_row_literal_P0021,,,0.0,1.4235358045374003e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.2445774151355083e-11,1.2445774151355083e-11,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r25:r31,组2,cylinder_contact,r25,r31,25,31,,组2_row_literal_P0023,组2_row_literal_P0029,,,0.0,1.4280326400349035e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.4210854715202004e-14,1.4210854715202004e-14,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r25:r32,组2,cylinder_contact,r25,r32,25,32,,组2_row_literal_P0023,组2_row_literal_P0030,,,0.0,9.947931235031256e-11,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,6,True,1.5208828249434925e-11,1.5208828249434925e-11,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r25:r37,组2,cylinder_contact,r25,r37,25,37,,组2_row_literal_P0023,组2_row_literal_P0035,,,0.0,9.904567094827735e-11,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,5.239944532003689e-10,5.239944532003689e-10,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r26:r41,组2,cylinder_contact,r26,r41,26,41,,组2_row_literal_P0024,组2_row_literal_P0039,,,0.0,1.9722499377516499e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.0064104835181445e-11,1.0064104835181445e-11,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r28:r35,组2,cylinder_contact,r28,r35,28,35,,组2_row_literal_P0026,组2_row_literal_P0033,,,0.0,1.432574219475372e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,6.821210263296962e-13,6.821210263296962e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r28:r38,组2,cylinder_contact,r28,r38,28,38,,组2_row_literal_P0026,组2_row_literal_P0036,,,0.0,1.4952253745703913e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,4.591976915943464e-13,4.591976915943464e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r29:r40,组2,cylinder_contact,r29,r40,29,40,,组2_row_literal_P0027,组2_row_literal_P0038,,,0.0,1.8744045431155152e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,2.2772866968819164e-12,2.2772866968819164e-12,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r35:r36,组2,cylinder_contact,r35,r36,35,36,,组2_row_literal_P0033,组2_row_literal_P0034,,,0.0,1.465569929785847e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,3.4883596115620364e-13,3.4883596115620364e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r35:r40,组2,cylinder_contact,r35,r40,35,40,,组2_row_literal_P0033,组2_row_literal_P0038,,,0.0,1.8789581188243867e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,2.4116620165382783e-13,2.4116620165382783e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r36:r38,组2,cylinder_contact,r36,r38,36,38,,组2_row_literal_P0034,组2_row_literal_P0036,,,0.0,1.4861302138440174e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.1457157353758233e-13,1.1457157353758233e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r36:r45,组2,cylinder_contact,r36,r45,36,45,,组2_row_literal_P0034,组2_row_literal_P0043,,,0.0,2.2365437269505664e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,6,True,1.8225386545374702e-12,1.8225386545374702e-12,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r42:r43,组2,cylinder_contact,r42,r43,42,43,,组2_row_literal_P0040,组2_row_literal_P0041,,,0.0,1.8988458294165568e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,4.81737533526774e-10,4.81737533526774e-10,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r43:r46,组2,cylinder_contact,r43,r46,43,46,,组2_row_literal_P0041,组2_row_literal_P0044,,,0.0,2.3017602272136758e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.180442248897588e-13,1.180442248897588e-13,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r46:r50,组2,cylinder_contact,r46,r50,46,50,,组2_row_literal_P0044,组2_row_literal_P0048,,,0.0,2.564586093539256e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,4,True,2.929642751054232e-14,2.929642751054232e-14,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组2:PAIR:r47:r48,组2,cylinder_contact,r47,r48,47,48,,组2_row_literal_P0045,组2_row_literal_P0046,,,0.0,2.3037343521226605e-10,0.0,connected,gap<=1.8,capsule_then_flat_cylinder_gjk,0.0,5,True,1.0537414738097338e-07,1.0537414738097338e-07,True,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r3,组3,electrode_contact,LEFT,r3,,3,left,LEFT,组3_row_literal_P0001,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r4,组3,electrode_contact,LEFT,r4,,4,left,LEFT,组3_row_literal_P0002,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r5,组3,electrode_contact,LEFT,r5,,5,left,LEFT,组3_row_literal_P0003,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r6,组3,electrode_contact,LEFT,r6,,6,left,LEFT,组3_row_literal_P0004,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r7,组3,electrode_contact,LEFT,r7,,7,left,LEFT,组3_row_literal_P0005,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r8,组3,electrode_contact,LEFT,r8,,8,left,LEFT,组3_row_literal_P0006,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r9,组3,electrode_contact,LEFT,r9,,9,left,LEFT,组3_row_literal_P0007,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r10,组3,electrode_contact,LEFT,r10,,10,left,LEFT,组3_row_literal_P0008,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r11,组3,electrode_contact,LEFT,r11,,11,left,LEFT,组3_row_literal_P0009,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r12,组3,electrode_contact,LEFT,r12,,12,left,LEFT,组3_row_literal_P0010,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r13,组3,electrode_contact,LEFT,r13,,13,left,LEFT,组3_row_literal_P0011,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r14,组3,electrode_contact,LEFT,r14,,14,left,LEFT,组3_row_literal_P0012,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r15,组3,electrode_contact,LEFT,r15,,15,left,LEFT,组3_row_literal_P0013,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r16,组3,electrode_contact,LEFT,r16,,16,left,LEFT,组3_row_literal_P0014,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r17,组3,electrode_contact,LEFT,r17,,17,left,LEFT,组3_row_literal_P0015,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r18,组3,electrode_contact,LEFT,r18,,18,left,LEFT,组3_row_literal_P0016,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r19,组3,electrode_contact,LEFT,r19,,19,left,LEFT,组3_row_literal_P0017,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r20,组3,electrode_contact,LEFT,r20,,20,left,LEFT,组3_row_literal_P0018,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r21,组3,electrode_contact,LEFT,r21,,21,left,LEFT,组3_row_literal_P0019,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r22,组3,electrode_contact,LEFT,r22,,22,left,LEFT,组3_row_literal_P0020,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r23,组3,electrode_contact,LEFT,r23,,23,left,LEFT,组3_row_literal_P0021,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r24,组3,electrode_contact,LEFT,r24,,24,left,LEFT,组3_row_literal_P0022,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r25,组3,electrode_contact,LEFT,r25,,25,left,LEFT,组3_row_literal_P0023,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r26,组3,electrode_contact,LEFT,r26,,26,left,LEFT,组3_row_literal_P0024,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r27,组3,electrode_contact,LEFT,r27,,27,left,LEFT,组3_row_literal_P0025,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r28,组3,electrode_contact,LEFT,r28,,28,left,LEFT,组3_row_literal_P0026,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r29,组3,electrode_contact,LEFT,r29,,29,left,LEFT,组3_row_literal_P0027,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r30,组3,electrode_contact,LEFT,r30,,30,left,LEFT,组3_row_literal_P0028,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r31,组3,electrode_contact,LEFT,r31,,31,left,LEFT,组3_row_literal_P0029,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r32,组3,electrode_contact,LEFT,r32,,32,left,LEFT,组3_row_literal_P0030,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r33,组3,electrode_contact,LEFT,r33,,33,left,LEFT,组3_row_literal_P0031,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r34,组3,electrode_contact,LEFT,r34,,34,left,LEFT,组3_row_literal_P0032,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r35,组3,electrode_contact,LEFT,r35,,35,left,LEFT,组3_row_literal_P0033,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r36,组3,electrode_contact,LEFT,r36,,36,left,LEFT,组3_row_literal_P0034,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
A_row_literal,row_literal,disconnected_fragments,组3:ELECTRODE:LEFT:r37,组3,electrode_contact,LEFT,r37,,37,left,LEFT,组3_row_literal_P0035,,,0.0,0.0,0.0,connected,gap<=1.8,closed_form_cylinder_plane,,0,True,,,,,,,,,
