n_a,n_b,cost_weight,cost_yuan,a_volume_um3,b_volume_um3,total_volume_um3,a_volume_percent,b_volume_percent,total_volume_percent,a_cost_yuan,b_cost_yuan,successes,trials,estimate,wilson_one_sided_lower,wilson_one_sided_upper,clopper_pearson_one_sided_lower,clopper_pearson_one_sided_upper,screening_empirically_feasible,screening_cp_lower_feasible,configuration_fingerprint,artifact_path,artifact_sha256
0,4000,256000,6.702064327658225,0.0,134.04128655316453,134.04128655316453,0.0,13.404128655316452,13.404128655316452,0.0,6.702064327658225,0,2000,0.0,0.0,0.0013509442079184157,0.0,0.0014967448951882837,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
120,3000,260040,6.807831280329081,1.696460032938488,100.5309649148734,102.22742494781188,0.1696460032938488,10.05309649148734,10.222742494781189,1.7812830345854127,5.026548245743669,17,2000,0.0085,0.005725050063867489,0.012602928092516313,0.005423089474141603,0.012722509763437454,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
240,2000,264080,6.913598232999938,3.392920065876976,67.02064327658226,70.41356334245924,0.3392920065876976,6.702064327658226,7.041356334245924,3.5625660691708254,3.3510321638291125,151,2000,0.0755,0.06634596624348324,0.08580098538903949,0.06599905177115564,0.08593691733090933,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,1000,268120,7.019365185670794,5.0893800988154645,33.51032163829113,38.5997017371066,0.5089380098815465,3.351032163829113,3.8599701737106598,5.343849103756238,1.6755160819145563,460,2000,0.23,0.2148926747467844,0.24583683512549162,0.21457173869037688,0.2460166723953353,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,0,272160,7.125132138341651,6.785840131753952,0.0,6.785840131753952,0.6785840131753952,0.0,0.6785840131753952,7.125132138341651,0.0,767,2000,0.3835,0.36578490701053185,0.4015298629899133,0.36550101680702785,0.40175219310403415,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
0,5000,320000,8.377580409572781,0.0,167.55160819145564,167.55160819145564,0.0,16.755160819145562,16.755160819145562,0.0,8.377580409572781,0,2000,0.0,0.0,0.0013509442079184157,0.0,0.0014967448951882837,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
120,4000,324040,8.483347362243638,1.696460032938488,134.04128655316453,135.73774658610301,0.1696460032938488,13.404128655316452,13.573774658610303,1.7812830345854127,6.702064327658225,43,2000,0.0215,0.016776259755583972,0.027516593851393954,0.01644377810053841,0.027637951926359764,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
240,3000,328080,8.589114314914493,3.392920065876976,100.5309649148734,103.92388498075037,0.3392920065876976,10.05309649148734,10.392388498075038,3.5625660691708254,5.026548245743669,376,2000,0.188,0.17405460917202126,0.2027883800137199,0.17372460987368762,0.20295637220995622,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,2000,332120,8.69488126758535,5.0893800988154645,67.02064327658226,72.11002337539773,0.5089380098815465,6.702064327658226,7.211002337539774,5.343849103756238,3.3510321638291125,1040,2000,0.52,0.5016100727319135,0.5383358894997698,0.5013617394830701,0.538594811066113,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,1000,336160,8.800648220256207,6.785840131753952,33.51032163829113,40.29616177004508,0.6785840131753952,3.351032163829113,4.029616177004508,7.125132138341651,1.6755160819145563,1499,2000,0.7495,0.7332333114541255,0.7650925673861234,0.7330477255451113,0.7654088497442968,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,0,340200,8.906415172927064,8.48230016469244,0.0,8.48230016469244,0.848230016469244,0.0,0.848230016469244,8.906415172927064,0.0,1743,2000,0.8715,0.8586879218924308,0.8833083265610859,0.8585368519665008,0.8836494033098523,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
619,0,350973,9.188451653403087,8.750906336574367,0.0,8.750906336574367,0.8750906336574367,0.0,0.8750906336574367,9.188451653403087,0.0,1825,2000,0.9125,0.9015420146109461,0.9223434564175212,0.9014026618298941,0.9226896651438883,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
0,6000,384000,10.053096491487338,0.0,201.0619298297468,201.0619298297468,0.0,20.10619298297468,20.10619298297468,0.0,10.053096491487338,0,2000,0.0,0.0,0.0013509442079184157,0.0,0.0014967448951882837,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
120,5000,388040,10.158863444158193,1.696460032938488,167.55160819145564,169.24806822439413,0.1696460032938488,16.755160819145562,16.92480682243941,1.7812830345854127,8.377580409572781,100,2000,0.05,0.042574281725464604,0.05864156806166198,0.042228405899559195,0.05877031423067244,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
240,4000,392080,10.26463039682905,3.392920065876976,134.04128655316453,137.4342066190415,0.3392920065876976,13.404128655316452,13.743420661904151,3.5625660691708254,6.702064327658225,901,2000,0.4505,0.4322794341713847,0.46885430930519933,0.4320127863203698,0.46909475853833726,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,3000,396120,10.370397349499907,5.0893800988154645,100.5309649148734,105.62034501368886,0.5089380098815465,10.05309649148734,10.562034501368887,5.343849103756238,5.026548245743669,1661,2000,0.8305,0.816255997615573,0.843851028262993,0.8160932505107965,0.8441847521566878,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,2000,400160,10.476164302170764,6.785840131753952,67.02064327658226,73.80648340833622,0.6785840131753952,6.702064327658226,7.380648340833622,7.125132138341651,3.3510321638291125,1930,2000,0.965,0.957587803122466,0.9711558187641698,0.9574631263957056,0.9714977319279944,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,1000,404200,10.581931254841619,8.48230016469244,33.51032163829113,41.99262180298357,0.848230016469244,3.351032163829113,4.199262180298357,8.906415172927064,1.6755160819145563,1984,2000,0.992,0.987994246974602,0.9946764239248064,0.9878746358260865,0.9949757757953995,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
720,0,408240,10.687698207512476,10.178760197630929,0.0,10.178760197630929,1.017876019763093,0.0,1.017876019763093,10.687698207512476,0.0,1991,2000,0.9955,0.9922811014850929,0.9973801128048602,0.9921605537884203,0.9976504432404225,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
120,6000,452040,11.83437952607275,1.696460032938488,201.0619298297468,202.75838986268528,0.1696460032938488,20.10619298297468,20.27583898626853,1.7812830345854127,10.053096491487338,326,2000,0.163,0.14987153018665617,0.17703900620948093,0.14953654801170202,0.17719990666524454,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
240,5000,456080,11.940146478743607,3.392920065876976,167.55160819145564,170.94452825733262,0.3392920065876976,16.755160819145562,17.09445282573326,3.5625660691708254,8.377580409572781,1585,2000,0.7925,0.7771947691397662,0.8070149284986016,0.7770212663625362,0.8073408103437199,False,False,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,4000,460120,12.045913431414462,5.0893800988154645,134.04128655316453,139.13066665198,0.5089380098815465,13.404128655316452,13.913066665197999,5.343849103756238,6.702064327658225,1967,2000,0.9835,0.9781192999959695,0.9875743369549735,0.9779989462446607,0.9878998288605323,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,3000,464160,12.151680384085319,6.785840131753952,100.5309649148734,107.31680504662735,0.6785840131753952,10.05309649148734,10.731680504662735,7.125132138341651,5.026548245743669,1996,2000,0.998,0.9955526581736369,0.9991018013952764,0.9954291345949323,0.9993165615619543,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,2000,468200,12.257447336756176,8.48230016469244,67.02064327658226,75.50294344127471,0.848230016469244,6.702064327658226,7.5502943441274715,8.906415172927064,3.3510321638291125,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
720,1000,472240,12.363214289427033,10.178760197630929,33.51032163829113,43.68908183592206,1.017876019763093,3.351032163829113,4.368908183592206,10.687698207512476,1.6755160819145563,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
240,6000,520080,13.615662560658162,3.392920065876976,201.0619298297468,204.45484989562377,0.3392920065876976,20.10619298297468,20.445484989562377,3.5625660691708254,10.053096491487338,1955,2000,0.9775,0.9713659850777367,0.9823438632037014,0.9712444044797096,0.982677413306016,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,5000,524120,13.721429513329019,5.0893800988154645,167.55160819145564,172.6409882902711,0.5089380098815465,16.755160819145562,17.264098829027112,5.343849103756238,8.377580409572781,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,4000,528160,13.827196465999876,6.785840131753952,134.04128655316453,140.82712668491848,0.6785840131753952,13.404128655316452,14.082712668491848,7.125132138341651,6.702064327658225,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,3000,532200,13.932963418670731,8.48230016469244,100.5309649148734,109.01326507956583,0.848230016469244,10.05309649148734,10.901326507956583,8.906415172927064,5.026548245743669,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
720,2000,536240,14.038730371341588,10.178760197630929,67.02064327658226,77.1994034742132,1.017876019763093,6.702064327658226,7.7199403474213195,10.687698207512476,3.3510321638291125,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
360,6000,588120,15.396945595243576,5.0893800988154645,201.0619298297468,206.15130992856226,0.5089380098815465,20.10619298297468,20.615130992856226,5.343849103756238,10.053096491487338,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,5000,592160,15.502712547914431,6.785840131753952,167.55160819145564,174.3374483232096,0.6785840131753952,16.755160819145562,17.43374483232096,7.125132138341651,8.377580409572781,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,4000,596200,15.608479500585288,8.48230016469244,134.04128655316453,142.52358671785697,0.848230016469244,13.404128655316452,14.252358671785698,8.906415172927064,6.702064327658225,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
720,3000,600240,15.714246453256145,10.178760197630929,100.5309649148734,110.70972511250432,1.017876019763093,10.05309649148734,11.070972511250432,10.687698207512476,5.026548245743669,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
480,6000,656160,17.178228629828986,6.785840131753952,201.0619298297468,207.84776996150075,0.6785840131753952,20.10619298297468,20.784776996150075,7.125132138341651,10.053096491487338,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
600,5000,660200,17.283995582499845,8.48230016469244,167.55160819145564,176.0339083561481,0.848230016469244,16.755160819145562,17.60339083561481,8.906415172927064,8.377580409572781,2000,2000,1.0,0.9986490557920817,1.0,0.9985032551048117,1.0,True,True,A70E133A2F187478418088584E767EF7898BD88AAD6CA3A342AF4FF33803635C,C:\Users\23258\Desktop\华数杯\A题_微构体导电仿真优化\问题\问题4\results\D_screen2000_confirm50000\screening\pareto_max_A000720_B006000\mixed_pareto_frontier_samples.json,B6FB802F2927E9958E460122BFACA17C37B3803041CE39A9C3155F81475B4AA1
