sheet,scenario,junction_id,row1,side1,cells1,endpoint1_x,endpoint1_y,endpoint1_z,row2,side2,cells2,endpoint2_x,endpoint2_y,endpoint2_z,kind,shift_x,shift_y,shift_z,crossing_axes,dot_outward
组2,thin_prism_periodic,21,43,2,D43:F43,3959.59822010861,500.0,-114.664350356616,49,1,A49:C49,3959.59822010861,-500.0,-114.664350356616,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,1,4,1,A4:C4,-5000.0,-4866.08250706701,-1349.01698940725,507,2,D507:F507,5000.0,-4866.08250706701,-1349.01698940725,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,2,6,1,A6:C6,-5000.0,-4560.01742740096,964.359666454309,490,2,D490:F490,5000.0,-4560.01742740096,964.359666454309,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,3,7,1,A7:C7,-5000.0,-4547.39384234608,-410.884225856586,537,2,D537:F537,5000.0,-4547.39384234608,-410.884225856586,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,4,8,1,A8:C8,-5000.0,-4519.66210305138,3025.31565018178,487,2,D487:F487,5000.0,-4519.66210305138,3025.31565018178,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,5,9,1,A9:C9,-5000.0,-4435.68841088378,396.827175517224,454,2,D454:F454,5000.0,-4435.68841088378,396.827175517224,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,6,10,1,A10:C10,-5000.0,-4427.31798471068,-2547.29172280084,452,2,D452:F452,5000.0,-4427.31798471068,-2547.29172280084,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,7,11,1,A11:C11,-5000.0,-4266.16628897089,-3773.88172280203,534,2,D534:F534,5000.0,-4266.16628897089,-3773.88172280203,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,8,12,1,A12:C12,-5000.0,-4209.37005304343,1282.30863091672,527,2,D527:F527,5000.0,-4209.37005304343,1282.30863091672,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,9,13,1,A13:C13,-5000.0,-4113.79464480424,-1483.19311457291,526,2,D526:F526,5000.0,-4113.79464480424,-1483.19311457291,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,10,13,2,D13:F13,-4778.60000563849,-5000.0,-1494.68012704236,101,1,A101:C101,-4778.60000563849,5000.0,-1494.68012704236,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,11,14,1,A14:C14,-5000.0,-4073.06844973178,4316.19087821228,472,2,D472:F472,5000.0,-4073.06844973178,4316.19087821228,periodic,1,0,0,X,-0.9999999999999998
组3,full_cube_periodic,12,16,1,A16:C16,-5000.0,-3934.96314704756,923.476102249517,492,2,D492:F492,5000.0,-3934.96314704756,923.476102249517,periodic,1,0,0,X,-0.9999999999999998
组3,full_cube_periodic,13,17,1,A17:C17,-5000.0,-3809.67060242485,-2329.36103653559,395,2,D395:F395,5000.0,-3809.67060242485,-2329.36103653559,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,14,18,1,A18:C18,-5000.0,-3505.79987614971,2439.60639803962,458,2,D458:F458,5000.0,-3505.79987614971,2439.60639803962,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,15,19,1,A19:C19,-5000.0,-3160.9915908559,3668.52224946907,400,2,D400:F400,5000.0,-3160.9915908559,3668.52224946907,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,16,20,1,A20:C20,-5000.0,-2897.59141411251,288.901642274303,464,2,D464:F464,5000.0,-2897.59141411251,288.901642274303,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,17,21,1,A21:C21,-5000.0,-2779.71438908079,-3244.96239808851,488,2,D488:F488,5000.0,-2779.71438908079,-3244.96239808851,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,18,22,1,A22:C22,-5000.0,-2778.66251188592,2206.82508489744,445,2,D445:F445,5000.0,-2778.66251188592,2206.82508489744,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,19,23,1,A23:C23,-5000.0,-2691.57323766101,-1126.55329185837,479,2,D479:F479,5000.0,-2691.57323766101,-1126.55329185837,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,20,24,1,A24:C24,-5000.0,-2602.2578268195,2880.14555663,482,2,D482:F482,5000.0,-2602.2578268195,2880.14555663,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,21,25,1,A25:C25,-5000.0,-2564.86128944441,-1330.47391306341,522,2,D522:F522,5000.0,-2564.86128944441,-1330.47391306341,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,22,26,1,A26:C26,-5000.0,-2456.20339955356,-2657.38387812609,535,2,D535:F535,5000.0,-2456.20339955356,-2657.38387812609,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,23,27,1,A27:C27,-5000.0,-2432.17457103533,-3042.63852110194,523,2,D523:F523,5000.0,-2432.17457103533,-3042.63852110194,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,24,28,1,A28:C28,-5000.0,-2429.63780368038,1192.46496680503,536,2,D536:F536,5000.0,-2429.63780368038,1192.46496680503,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,25,29,1,A29:C29,-5000.0,-2285.37593637789,-1294.23920020719,466,2,D466:F466,5000.0,-2285.37593637789,-1294.23920020719,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,26,30,1,A30:C30,-5000.0,-1980.646304769,3104.21465993047,514,2,D514:F514,5000.0,-1980.646304769,3104.21465993047,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,27,31,1,A31:C31,-5000.0,-1885.81724045037,4304.47317215295,506,2,D506:F506,5000.0,-1885.81724045037,4304.47317215295,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,28,32,1,A32:C32,-5000.0,-1832.60798588856,-4442.89166913915,383,2,D383:F383,5000.0,-1832.60798588856,-4442.89166913915,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,29,33,1,A33:C33,-5000.0,-1823.22140012199,290.683235674212,531,2,D531:F531,5000.0,-1823.22140012199,290.683235674212,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,30,34,1,A34:C34,-5000.0,-1770.83504212766,2589.6427585874,511,2,D511:F511,5000.0,-1770.83504212766,2589.6427585874,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,31,35,1,A35:C35,-5000.0,-1730.49364760457,-1584.90290947253,493,2,D493:F493,5000.0,-1730.49364760457,-1584.90290947253,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,32,36,1,A36:C36,-5000.0,-1690.28799022273,1083.3790173988,508,2,D508:F508,5000.0,-1690.28799022273,1083.3790173988,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,33,37,1,A37:C37,-5000.0,-1568.74135130602,-712.470563064057,484,2,D484:F484,5000.0,-1568.74135130602,-712.470563064057,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,34,38,1,A38:C38,-5000.0,-1525.23346506892,2224.38202222794,532,2,D532:F532,5000.0,-1525.23346506892,2224.38202222794,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,35,39,1,A39:C39,-5000.0,-1332.26025692466,4449.60978106156,473,2,D473:F473,5000.0,-1332.26025692466,4449.60978106156,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,36,39,2,D39:F39,-4085.87573408055,-1200.84449151643,5000.0,144,1,A144:C144,-4085.87573408055,-1200.84449151643,-5000.0,periodic,0,0,-1,Z,-0.9999999999999999
组3,full_cube_periodic,37,40,1,A40:C40,-5000.0,-1194.62051862425,2791.97432075776,430,2,D430:F430,5000.0,-1194.62051862425,2791.97432075776,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,38,41,1,A41:C41,-5000.0,-1126.71993264818,4747.84309165573,530,2,D530:F530,5000.0,-1126.71993264818,4747.84309165573,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,39,41,2,D41:F41,-4262.20940972175,-903.476370917789,5000.0,135,1,A135:C135,-4262.20940972175,-903.476370917789,-5000.0,periodic,0,0,-1,Z,-0.9999999999999998
组3,full_cube_periodic,40,42,1,A42:C42,-5000.0,-1113.88857078746,3782.59616936743,456,2,D456:F456,5000.0,-1113.88857078746,3782.59616936743,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,41,43,1,A43:C43,-5000.0,-1099.7597181318,-3498.00726232382,518,2,D518:F518,5000.0,-1099.7597181318,-3498.00726232382,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,42,44,1,A44:C44,-5000.0,-1032.75823239689,-3930.21641597039,405,2,D405:F405,5000.0,-1032.75823239689,-3930.21641597039,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,43,45,1,A45:C45,-5000.0,-1028.65263600888,0.015221859663427,421,2,D421:F421,5000.0,-1028.65263600888,0.015221859663427,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,44,46,1,A46:C46,-5000.0,-961.751027590173,3156.62516012837,447,2,D447:F447,5000.0,-961.751027590173,3156.62516012837,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,45,47,1,A47:C47,-5000.0,-731.749344336892,-1448.85070583919,468,2,D468:F468,5000.0,-731.749344336892,-1448.85070583919,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,46,48,1,A48:C48,-5000.0,-730.487962622236,1855.54491806651,404,2,D404:F404,5000.0,-730.487962622236,1855.54491806651,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,47,49,1,A49:C49,-5000.0,-561.292731474646,2432.06024610751,418,2,D418:F418,5000.0,-561.292731474646,2432.06024610751,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,48,50,1,A50:C50,-5000.0,-514.068744165381,4019.84708744789,483,2,D483:F483,5000.0,-514.068744165381,4019.84708744789,periodic,1,0,0,X,-0.9999999999999998
组3,full_cube_periodic,49,50,2,D50:F50,-3411.10095297855,-424.909542548987,5000.0,171,1,A171:C171,-3411.10095297855,-424.909542548987,-5000.0,periodic,0,0,-1,Z,-0.9999999999999999
组3,full_cube_periodic,50,52,1,A52:C52,-5000.0,-424.768298245947,2438.90343590154,500,2,D500:F500,5000.0,-424.768298245947,2438.90343590154,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,51,53,1,A53:C53,-5000.0,-283.275356566054,933.891906571597,474,2,D474:F474,5000.0,-283.275356566054,933.891906571597,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,52,55,1,A55:C55,-5000.0,-164.470951784556,-3645.76776975669,502,2,D502:F502,5000.0,-164.470951784556,-3645.76776975669,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,53,56,1,A56:C56,-5000.0,-26.7677428770708,-3530.30197874937,449,2,D449:F449,5000.0,-26.7677428770708,-3530.30197874937,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,54,57,1,A57:C57,-5000.0,127.505239762082,-1252.26830164535,481,2,D481:F481,5000.0,127.505239762082,-1252.26830164535,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,55,58,1,A58:C58,-5000.0,215.344816075578,-4722.96002279038,437,2,D437:F437,5000.0,215.344816075578,-4722.96002279038,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,56,58,2,D58:F58,-4554.82293054323,156.107720828442,-5000.0,112,1,A112:C112,-4554.82293054323,156.107720828442,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,57,59,1,A59:C59,-5000.0,219.832056652714,1547.39993402217,504,2,D504:F504,5000.0,219.832056652714,1547.39993402217,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,58,60,1,A60:C60,-5000.0,346.991808315544,-355.331480048224,431,2,D431:F431,5000.0,346.991808315544,-355.331480048224,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,59,61,1,A61:C61,-5000.0,365.573051258324,-447.706374220298,501,2,D501:F501,5000.0,365.573051258324,-447.706374220298,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,60,62,1,A62:C62,-5000.0,598.350872167653,-242.484499556541,533,2,D533:F533,5000.0,598.350872167653,-242.484499556541,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,61,63,1,A63:C63,-5000.0,749.662862224878,3843.64876445069,509,2,D509:F509,5000.0,749.662862224878,3843.64876445069,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,62,64,1,A64:C64,-5000.0,1000.775202406,1139.47708819548,463,2,D463:F463,5000.0,1000.775202406,1139.47708819548,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,63,67,1,A67:C67,-5000.0,1046.11706766861,1788.56189644159,499,2,D499:F499,5000.0,1046.11706766861,1788.56189644159,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,64,68,1,A68:C68,-5000.0,1194.16708449381,2524.20597801391,446,2,D446:F446,5000.0,1194.16708449381,2524.20597801391,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,65,70,1,A70:C70,-5000.0,1627.86460746779,450.994674718855,519,2,D519:F519,5000.0,1627.86460746779,450.994674718855,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,66,71,1,A71:C71,-5000.0,1846.30617244491,-923.970593359659,376,2,D376:F376,5000.0,1846.30617244491,-923.970593359659,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,67,72,1,A72:C72,-5000.0,2079.61755137113,2353.86167246439,524,2,D524:F524,5000.0,2079.61755137113,2353.86167246439,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,68,73,1,A73:C73,-5000.0,2103.41205632157,-2260.48027008985,480,2,D480:F480,5000.0,2103.41205632157,-2260.48027008985,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,69,74,1,A74:C74,-5000.0,2297.16565005442,-2351.88553803245,491,2,D491:F491,5000.0,2297.16565005442,-2351.88553803245,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,70,76,1,A76:C76,-5000.0,2352.95881316785,-4333.08370987709,388,2,D388:F388,5000.0,2352.95881316785,-4333.08370987709,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,71,77,1,A77:C77,-5000.0,2627.09113694637,1730.26194557632,517,2,D517:F517,5000.0,2627.09113694637,1730.26194557632,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,72,78,1,A78:C78,-5000.0,2685.05139773563,-3256.3901885425,521,2,D521:F521,5000.0,2685.05139773563,-3256.3901885425,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,73,78,2,D78:F78,-2620.55874300038,2573.00278259517,-5000.0,211,1,A211:C211,-2620.55874300038,2573.00278259517,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,74,79,1,A79:C79,-5000.0,2818.62465634076,378.700572215921,525,2,D525:F525,5000.0,2818.62465634076,378.700572215921,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,75,80,1,A80:C80,-5000.0,3028.59273721468,3838.84536454666,390,2,D390:F390,5000.0,3028.59273721468,3838.84536454666,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,76,81,1,A81:C81,-5000.0,3254.23450499493,1899.31110932199,503,2,D503:F503,5000.0,3254.23450499493,1899.31110932199,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,77,82,1,A82:C82,-5000.0,3411.9230946411,3287.08706342088,443,2,D443:F443,5000.0,3411.9230946411,3287.08706342088,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,78,83,1,A83:C83,-5000.0,3498.43532509654,-3572.39428580983,512,2,D512:F512,5000.0,3498.43532509654,-3572.39428580983,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,79,83,2,D83:F83,-4149.95874864043,5000.0,-4293.25167629091,141,1,A141:C141,-4149.95874864043,-5000.0,-4293.25167629091,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,80,84,1,A84:C84,-5000.0,3565.49103718811,-2132.46832683517,461,2,D461:F461,5000.0,3565.49103718811,-2132.46832683517,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,81,85,1,A85:C85,-5000.0,3661.40876230168,200.799658762158,465,2,D465:F465,5000.0,3661.40876230168,200.799658762158,periodic,1,0,0,X,-1.0000000000000002
组3,full_cube_periodic,82,86,1,A86:C86,-5000.0,3806.1067662756,-3937.37836358058,516,2,D516:F516,5000.0,3806.1067662756,-3937.37836358058,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,83,87,1,A87:C87,-5000.0,4268.99144661317,2473.37106164901,510,2,D510:F510,5000.0,4268.99144661317,2473.37106164901,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,84,87,2,D87:F87,-3946.69720504164,5000.0,3540.84755127942,148,1,A148:C148,-3946.69720504164,-5000.0,3540.84755127942,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,85,88,1,A88:C88,-5000.0,4321.31901781948,-3598.00449626768,513,2,D513:F513,5000.0,4321.31901781948,-3598.00449626768,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,86,89,1,A89:C89,-5000.0,4516.05011482006,127.577383940598,529,2,D529:F529,5000.0,4516.05011482006,127.577383940598,periodic,1,0,0,X,-0.9999999999999998
组3,full_cube_periodic,87,90,1,A90:C90,-5000.0,4583.30546841803,-4734.57668717026,498,2,D498:F498,5000.0,4583.30546841803,-4734.57668717026,periodic,1,0,0,X,-0.9999999999999998
组3,full_cube_periodic,88,90,2,D90:F90,-4250.34906526807,4355.45710117692,-5000.0,136,1,A136:C136,-4250.34906526807,4355.45710117692,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,89,91,1,A91:C91,-5000.0,4590.6972436687,-422.156804273222,471,2,D471:F471,5000.0,4590.6972436687,-422.156804273222,periodic,1,0,0,X,-1.0
组3,full_cube_periodic,90,92,1,A92:C92,-5000.0,4726.03596082898,3929.70319677292,424,2,D424:F424,5000.0,4726.03596082898,3929.70319677292,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,91,93,1,A93:C93,-5000.0,4917.7334003533,2912.43041845257,528,2,D528:F528,5000.0,4917.7334003533,2912.43041845257,periodic,1,0,0,X,-0.9999999999999999
组3,full_cube_periodic,92,93,2,D93:F93,-4364.3405761474,5000.0,3075.00067848884,126,1,A126:C126,-4364.3405761474,-5000.0,3075.00067848884,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,93,94,2,D94:F94,-4139.83987317681,148.224702947496,5000.0,142,1,A142:C142,-4139.83987317681,148.224702947496,-5000.0,periodic,0,0,-1,Z,-0.9999999999999999
组3,full_cube_periodic,94,98,2,D98:F98,-4383.69077915118,605.021236298684,-5000.0,123,1,A123:C123,-4383.69077915118,605.021236298684,5000.0,periodic,0,0,1,Z,-1.0000000000000002
组3,full_cube_periodic,95,106,2,D106:F106,-4242.63293207097,5000.0,-1891.82706138378,137,1,A137:C137,-4242.63293207097,-5000.0,-1891.82706138378,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,96,107,2,D107:F107,-1825.07983650809,-4061.56376308928,-5000.0,260,1,A260:C260,-1825.07983650809,-4061.56376308928,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,97,114,2,D114:F114,-4275.03899601177,280.742455792943,-5000.0,134,1,A134:C134,-4275.03899601177,280.742455792943,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,98,125,2,D125:F125,-4310.41849023409,-5000.0,-4411.12283861205,131,1,A131:C131,-4310.41849023409,5000.0,-4411.12283861205,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,99,129,2,D129:F129,-4052.34173484081,5000.0,1355.7031235774,145,1,A145:C145,-4052.34173484081,-5000.0,1355.7031235774,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,100,131,2,D131:F131,-4291.2543332253,4599.40615360099,-5000.0,132,1,A132:C132,-4291.2543332253,4599.40615360099,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,101,140,2,D140:F140,-3056.33359422777,999.467459856282,-5000.0,189,1,A189:C189,-3056.33359422777,999.467459856282,5000.0,periodic,0,0,1,Z,-1.0000000000000002
组3,full_cube_periodic,102,147,2,D147:F147,-3353.52228170234,-2658.59118070843,-5000.0,175,1,A175:C175,-3353.52228170234,-2658.59118070843,5000.0,periodic,0,0,1,Z,-1.0
