sheet,scenario,sheet_row,particle_id,component_status,chain_order,orientation_reversed,segment_length_nm,component_total_length_nm,component_residual_nm
组1,full_cube_periodic,12,组1_full_cube_periodic_P0002,unique,2,True,2684.465630183044,5000.000000000002,1.8189894035458565e-12
组1,full_cube_periodic,5,组1_full_cube_periodic_P0003,unique,1,True,1062.1411789741362,5000.0,0.0
组1,full_cube_periodic,11,组1_full_cube_periodic_P0003,unique,2,True,3937.8588210258636,5000.0,0.0
组1,full_cube_periodic,6,组1_full_cube_periodic_P0004,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组1,full_cube_periodic,7,组1_full_cube_periodic_P0005,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
组1,full_cube_periodic,8,组1_full_cube_periodic_P0006,cannot_reconstruct,1,False,1419.6467067908795,1419.6467067908795,-3580.3532932091202
组1,full_cube_periodic,9,组1_full_cube_periodic_P0007,cannot_reconstruct,1,False,3580.3532932091184,3580.3532932091184,-1419.6467067908816
组1,full_cube_periodic,10,组1_full_cube_periodic_P0008,cannot_reconstruct,1,False,4423.311529464218,4423.311529464218,-576.6884705357816
组1,full_cube_periodic,13,组1_full_cube_periodic_P0009,cannot_reconstruct,1,False,1019.1172545934198,1019.1172545934198,-3980.8827454065804
组1,thin_prism_periodic,3,组1_thin_prism_periodic_P0001,cannot_reconstruct,1,True,2447.8138479470927,4826.182487238174,-173.81751276182604
组1,thin_prism_periodic,13,组1_thin_prism_periodic_P0001,cannot_reconstruct,3,True,1019.1172545934198,4826.182487238174,-173.81751276182604
组1,thin_prism_periodic,14,组1_thin_prism_periodic_P0001,cannot_reconstruct,2,True,1359.2513846976615,4826.182487238174,-173.81751276182604
组1,thin_prism_periodic,4,组1_thin_prism_periodic_P0002,unique,1,True,2315.534369816957,5000.000000000002,1.8189894035458565e-12
组1,thin_prism_periodic,12,组1_thin_prism_periodic_P0002,unique,2,True,2684.465630183044,5000.000000000002,1.8189894035458565e-12
组1,thin_prism_periodic,5,组1_thin_prism_periodic_P0003,unique,1,True,1062.1411789741362,5000.0,0.0
组1,thin_prism_periodic,11,组1_thin_prism_periodic_P0003,unique,2,True,3937.8588210258636,5000.0,0.0
组1,thin_prism_periodic,6,组1_thin_prism_periodic_P0004,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组1,thin_prism_periodic,7,组1_thin_prism_periodic_P0005,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
组1,thin_prism_periodic,8,组1_thin_prism_periodic_P0006,unique,1,False,1419.6467067908795,4999.999999999998,-1.8189894035458565e-12
组1,thin_prism_periodic,9,组1_thin_prism_periodic_P0006,unique,2,False,3580.3532932091184,4999.999999999998,-1.8189894035458565e-12
组1,thin_prism_periodic,10,组1_thin_prism_periodic_P0007,cannot_reconstruct,1,False,4423.311529464218,4423.311529464218,-576.6884705357816
组2,row_literal,3,组2_row_literal_P0001,cannot_reconstruct,1,False,1506.0941803395392,1506.0941803395392,-3493.905819660461
组2,row_literal,4,组2_row_literal_P0002,cannot_reconstruct,1,False,4230.185849840471,4230.185849840471,-769.8141501595292
组2,row_literal,5,组2_row_literal_P0003,cannot_reconstruct,1,False,1844.6672446236553,1844.6672446236553,-3155.3327553763447
组2,row_literal,6,组2_row_literal_P0004,cannot_reconstruct,1,False,3080.1227520443604,3080.1227520443604,-1919.8772479556396
组2,row_literal,7,组2_row_literal_P0005,cannot_reconstruct,1,False,3017.1442233327843,3017.1442233327843,-1982.8557766672157
组2,row_literal,8,组2_row_literal_P0006,cannot_reconstruct,1,False,2677.2638185886635,2677.2638185886635,-2322.7361814113365
组2,row_literal,9,组2_row_literal_P0007,cannot_reconstruct,1,False,1556.4879696949872,1556.4879696949872,-3443.5120303050126
组2,row_literal,10,组2_row_literal_P0008,cannot_reconstruct,1,False,829.4383879007114,829.4383879007114,-4170.561612099289
组2,row_literal,11,组2_row_literal_P0009,cannot_reconstruct,1,False,1944.0559972924643,1944.0559972924643,-3055.9440027075357
组2,row_literal,12,组2_row_literal_P0010,cannot_reconstruct,1,False,1874.6776896276024,1874.6776896276024,-3125.3223103723976
组2,row_literal,13,组2_row_literal_P0011,cannot_reconstruct,1,False,3053.5735753661397,3053.5735753661397,-1946.4264246338603
组2,row_literal,14,组2_row_literal_P0012,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
组2,row_literal,15,组2_row_literal_P0013,cannot_reconstruct,1,False,2967.3006364069115,2967.3006364069115,-2032.6993635930885
组2,row_literal,16,组2_row_literal_P0014,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,row_literal,17,组2_row_literal_P0015,cannot_reconstruct,1,False,3716.8968047957146,3716.8968047957146,-1283.1031952042854
组2,row_literal,18,组2_row_literal_P0016,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,row_literal,19,组2_row_literal_P0017,cannot_reconstruct,1,False,1102.1814925754359,1102.1814925754359,-3897.818507424564
组2,row_literal,20,组2_row_literal_P0018,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,row_literal,21,组2_row_literal_P0019,cannot_reconstruct,1,False,3746.525577980492,3746.525577980492,-1253.474422019508
组2,row_literal,22,组2_row_literal_P0020,cannot_reconstruct,1,False,2021.025915386798,2021.025915386798,-2978.9740846132017
组2,row_literal,23,组2_row_literal_P0021,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
组2,row_literal,24,组2_row_literal_P0022,cannot_reconstruct,1,False,843.9378326602185,843.9378326602185,-4156.062167339782
组2,row_literal,25,组2_row_literal_P0023,cannot_reconstruct,1,False,3472.012519815564,3472.012519815564,-1527.9874801844362
组2,row_literal,26,组2_row_literal_P0024,unique,1,False,5000.0,5000.0,0.0
组2,row_literal,27,组2_row_literal_P0025,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,row_literal,28,组2_row_literal_P0026,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
组2,row_literal,29,组2_row_literal_P0027,cannot_reconstruct,1,False,4156.062167339787,4156.062167339787,-843.9378326602127
组2,row_literal,30,组2_row_literal_P0028,cannot_reconstruct,1,False,759.7249841608437,759.7249841608437,-4240.275015839156
组2,row_literal,31,组2_row_literal_P0029,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,row_literal,32,组2_row_literal_P0030,cannot_reconstruct,1,False,1272.9743794322424,1272.9743794322424,-3727.025620567758
组2,row_literal,33,组2_row_literal_P0031,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,row_literal,34,组2_row_literal_P0032,cannot_reconstruct,1,False,1064.8514837356201,1064.8514837356201,-3935.14851626438
组2,row_literal,35,组2_row_literal_P0033,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
组2,row_literal,36,组2_row_literal_P0034,cannot_reconstruct,1,False,4925.513101435421,4925.513101435421,-74.48689856457895
组2,row_literal,37,组2_row_literal_P0035,cannot_reconstruct,1,False,1253.4744220195043,1253.4744220195043,-3746.5255779804957
组2,row_literal,38,组2_row_literal_P0036,cannot_reconstruct,1,False,3935.148516264376,3935.148516264376,-1064.8514837356238
组2,row_literal,39,组2_row_literal_P0037,cannot_reconstruct,1,False,1527.9874801844335,1527.9874801844335,-3472.0125198155665
组2,row_literal,40,组2_row_literal_P0038,cannot_reconstruct,1,False,3443.512030305012,3443.512030305012,-1556.487969694988
组2,row_literal,41,组2_row_literal_P0039,cannot_reconstruct,1,False,3125.322310372395,3125.322310372395,-1874.677689627605
组2,row_literal,42,组2_row_literal_P0040,cannot_reconstruct,1,False,927.5617455518203,927.5617455518203,-4072.4382544481796
组2,row_literal,43,组2_row_literal_P0041,cannot_reconstruct,1,False,1338.582052862184,1338.582052862184,-3661.417947137816
组2,row_literal,44,组2_row_literal_P0042,cannot_reconstruct,1,False,2322.736181411338,2322.736181411338,-2677.263818588662
组2,row_literal,45,组2_row_literal_P0043,cannot_reconstruct,1,False,2227.771009824533,2227.771009824533,-2772.228990175467
组2,row_literal,46,组2_row_literal_P0044,cannot_reconstruct,1,False,1946.4264246338662,1946.4264246338662,-3053.573575366134
组2,row_literal,47,组2_row_literal_P0045,cannot_reconstruct,1,False,1919.8772479556317,1919.8772479556317,-3080.122752044368
组2,row_literal,48,组2_row_literal_P0046,cannot_reconstruct,1,False,1934.5129293238506,1934.5129293238506,-3065.4870706761494
组2,row_literal,49,组2_row_literal_P0047,cannot_reconstruct,1,False,1053.1422742228324,1053.1422742228324,-3946.8577257771676
组2,row_literal,50,组2_row_literal_P0048,cannot_reconstruct,1,False,1034.9180873207345,1034.9180873207345,-3965.0819126792658
组2,row_literal,51,组2_row_literal_P0049,cannot_reconstruct,1,False,577.4739501397556,577.4739501397556,-4422.526049860245
组2,full_cube_periodic,3,组2_full_cube_periodic_P0001,cannot_reconstruct,1,True,1506.0941803395392,2559.2364545623714,-2440.7635454376286
组2,full_cube_periodic,49,组2_full_cube_periodic_P0001,cannot_reconstruct,2,True,1053.1422742228324,2559.2364545623714,-2440.7635454376286
组2,full_cube_periodic,4,组2_full_cube_periodic_P0002,cannot_reconstruct,1,True,4230.185849840471,4807.659799980226,-192.34020001977387
组2,full_cube_periodic,51,组2_full_cube_periodic_P0002,cannot_reconstruct,2,True,577.4739501397556,4807.659799980226,-192.34020001977387
组2,full_cube_periodic,5,组2_full_cube_periodic_P0003,cannot_reconstruct,1,True,1844.6672446236553,4072.438254448188,-927.5617455518118
组2,full_cube_periodic,45,组2_full_cube_periodic_P0003,cannot_reconstruct,2,True,2227.771009824533,4072.438254448188,-927.5617455518118
组2,full_cube_periodic,6,组2_full_cube_periodic_P0004,unique,1,True,3080.1227520443604,4999.999999999992,-8.185452315956354e-12
组2,full_cube_periodic,47,组2_full_cube_periodic_P0004,unique,2,True,1919.8772479556317,4999.999999999992,-8.185452315956354e-12
组2,full_cube_periodic,7,组2_full_cube_periodic_P0005,cannot_reconstruct,1,True,3017.1442233327843,4951.657152656635,-48.342847343365065
组2,full_cube_periodic,48,组2_full_cube_periodic_P0005,cannot_reconstruct,2,True,1934.5129293238506,4951.657152656635,-48.342847343365065
组2,full_cube_periodic,8,组2_full_cube_periodic_P0006,unique,1,True,2677.2638185886635,5000.000000000002,1.8189894035458565e-12
组2,full_cube_periodic,44,组2_full_cube_periodic_P0006,unique,2,True,2322.736181411338,5000.000000000002,1.8189894035458565e-12
组2,full_cube_periodic,9,组2_full_cube_periodic_P0007,unique,1,True,1556.4879696949872,4999.999999999999,-9.094947017729282e-13
组2,full_cube_periodic,40,组2_full_cube_periodic_P0007,unique,2,True,3443.512030305012,4999.999999999999,-9.094947017729282e-13
组2,full_cube_periodic,10,组2_full_cube_periodic_P0008,cannot_reconstruct,1,False,829.4383879007114,829.4383879007114,-4170.561612099289
组2,full_cube_periodic,11,组2_full_cube_periodic_P0009,cannot_reconstruct,1,True,1944.0559972924643,2978.974084613199,-2021.025915386801
组2,full_cube_periodic,50,组2_full_cube_periodic_P0009,cannot_reconstruct,2,True,1034.9180873207345,2978.974084613199,-2021.025915386801
组2,full_cube_periodic,12,组2_full_cube_periodic_P0010,unique,1,True,1874.6776896276024,4999.999999999997,-2.7284841053187847e-12
组2,full_cube_periodic,41,组2_full_cube_periodic_P0010,unique,2,True,3125.322310372395,4999.999999999997,-2.7284841053187847e-12
组2,full_cube_periodic,13,组2_full_cube_periodic_P0011,unique,1,True,3053.5735753661397,5000.0000000000055,5.4569682106375694e-12
组2,full_cube_periodic,46,组2_full_cube_periodic_P0011,unique,2,True,1946.4264246338662,5000.0000000000055,5.4569682106375694e-12
组2,full_cube_periodic,14,组2_full_cube_periodic_P0012,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
组2,full_cube_periodic,15,组2_full_cube_periodic_P0013,cannot_reconstruct,1,False,2967.3006364069115,2967.3006364069115,-2032.6993635930885
组2,full_cube_periodic,16,组2_full_cube_periodic_P0014,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,full_cube_periodic,17,组2_full_cube_periodic_P0015,cannot_reconstruct,1,False,3716.8968047957146,3716.8968047957146,-1283.1031952042854
组2,full_cube_periodic,18,组2_full_cube_periodic_P0016,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,full_cube_periodic,19,组2_full_cube_periodic_P0017,cannot_reconstruct,1,False,1102.1814925754359,1102.1814925754359,-3897.818507424564
组2,full_cube_periodic,20,组2_full_cube_periodic_P0018,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,full_cube_periodic,21,组2_full_cube_periodic_P0019,cannot_reconstruct,1,False,3746.525577980492,3746.525577980492,-1253.474422019508
组2,full_cube_periodic,22,组2_full_cube_periodic_P0020,cannot_reconstruct,1,False,2021.025915386798,2021.025915386798,-2978.9740846132017
组2,full_cube_periodic,23,组2_full_cube_periodic_P0021,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
组2,full_cube_periodic,24,组2_full_cube_periodic_P0022,cannot_reconstruct,1,False,843.9378326602185,843.9378326602185,-4156.062167339782
组2,full_cube_periodic,25,组2_full_cube_periodic_P0023,cannot_reconstruct,1,False,3472.012519815564,3472.012519815564,-1527.9874801844362
组2,full_cube_periodic,26,组2_full_cube_periodic_P0024,unique,1,False,5000.0,5000.0,0.0
组2,full_cube_periodic,27,组2_full_cube_periodic_P0025,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,full_cube_periodic,28,组2_full_cube_periodic_P0026,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
组2,full_cube_periodic,29,组2_full_cube_periodic_P0027,cannot_reconstruct,1,False,4156.062167339787,4156.062167339787,-843.9378326602127
组2,full_cube_periodic,30,组2_full_cube_periodic_P0028,cannot_reconstruct,1,False,759.7249841608437,759.7249841608437,-4240.275015839156
组2,full_cube_periodic,31,组2_full_cube_periodic_P0029,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,full_cube_periodic,32,组2_full_cube_periodic_P0030,cannot_reconstruct,1,False,1272.9743794322424,1272.9743794322424,-3727.025620567758
组2,full_cube_periodic,33,组2_full_cube_periodic_P0031,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,full_cube_periodic,34,组2_full_cube_periodic_P0032,cannot_reconstruct,1,False,1064.8514837356201,1064.8514837356201,-3935.14851626438
组2,full_cube_periodic,35,组2_full_cube_periodic_P0033,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
组2,full_cube_periodic,36,组2_full_cube_periodic_P0034,cannot_reconstruct,1,False,4925.513101435421,4925.513101435421,-74.48689856457895
组2,full_cube_periodic,37,组2_full_cube_periodic_P0035,cannot_reconstruct,1,False,1253.4744220195043,1253.4744220195043,-3746.5255779804957
组2,full_cube_periodic,38,组2_full_cube_periodic_P0036,cannot_reconstruct,1,False,3935.148516264376,3935.148516264376,-1064.8514837356238
组2,full_cube_periodic,39,组2_full_cube_periodic_P0037,cannot_reconstruct,1,False,1527.9874801844335,1527.9874801844335,-3472.0125198155665
组2,full_cube_periodic,42,组2_full_cube_periodic_P0038,cannot_reconstruct,1,False,927.5617455518203,927.5617455518203,-4072.4382544481796
组2,full_cube_periodic,43,组2_full_cube_periodic_P0039,cannot_reconstruct,1,False,1338.582052862184,1338.582052862184,-3661.417947137816
组2,thin_prism_periodic,3,组2_thin_prism_periodic_P0001,unique,2,True,1506.0941803395392,4999.999999999991,-9.094947017729282e-12
组2,thin_prism_periodic,19,组2_thin_prism_periodic_P0001,unique,1,True,1102.1814925754359,4999.999999999991,-9.094947017729282e-12
组2,thin_prism_periodic,43,组2_thin_prism_periodic_P0001,unique,4,True,1338.582052862184,4999.999999999991,-9.094947017729282e-12
组2,thin_prism_periodic,49,组2_thin_prism_periodic_P0001,unique,3,True,1053.1422742228324,4999.999999999991,-9.094947017729282e-12
组2,thin_prism_periodic,4,组2_thin_prism_periodic_P0002,cannot_reconstruct,1,True,4230.185849840471,4807.659799980226,-192.34020001977387
组2,thin_prism_periodic,51,组2_thin_prism_periodic_P0002,cannot_reconstruct,2,True,577.4739501397556,4807.659799980226,-192.34020001977387
组2,thin_prism_periodic,5,组2_thin_prism_periodic_P0003,unique,1,True,1844.6672446236553,5000.000000000008,8.185452315956354e-12
组2,thin_prism_periodic,42,组2_thin_prism_periodic_P0003,unique,3,True,927.5617455518203,5000.000000000008,8.185452315956354e-12
组2,thin_prism_periodic,45,组2_thin_prism_periodic_P0003,unique,2,True,2227.771009824533,5000.000000000008,8.185452315956354e-12
组2,thin_prism_periodic,6,组2_thin_prism_periodic_P0004,unique,1,True,3080.1227520443604,4999.999999999992,-8.185452315956354e-12
组2,thin_prism_periodic,47,组2_thin_prism_periodic_P0004,unique,2,True,1919.8772479556317,4999.999999999992,-8.185452315956354e-12
组2,thin_prism_periodic,7,组2_thin_prism_periodic_P0005,cannot_reconstruct,1,True,3017.1442233327843,4951.657152656635,-48.342847343365065
组2,thin_prism_periodic,48,组2_thin_prism_periodic_P0005,cannot_reconstruct,2,True,1934.5129293238506,4951.657152656635,-48.342847343365065
组2,thin_prism_periodic,8,组2_thin_prism_periodic_P0006,unique,1,True,2677.2638185886635,5000.000000000002,1.8189894035458565e-12
组2,thin_prism_periodic,44,组2_thin_prism_periodic_P0006,unique,2,True,2322.736181411338,5000.000000000002,1.8189894035458565e-12
组2,thin_prism_periodic,9,组2_thin_prism_periodic_P0007,unique,1,True,1556.4879696949872,4999.999999999999,-9.094947017729282e-13
组2,thin_prism_periodic,40,组2_thin_prism_periodic_P0007,unique,2,True,3443.512030305012,4999.999999999999,-9.094947017729282e-13
组2,thin_prism_periodic,10,组2_thin_prism_periodic_P0008,cannot_reconstruct,1,False,829.4383879007114,4546.335192696426,-453.664807303574
组2,thin_prism_periodic,17,组2_thin_prism_periodic_P0008,cannot_reconstruct,2,False,3716.8968047957146,4546.335192696426,-453.664807303574
组2,thin_prism_periodic,11,组2_thin_prism_periodic_P0009,unique,2,True,1944.0559972924643,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,22,组2_thin_prism_periodic_P0009,unique,1,True,2021.025915386798,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,50,组2_thin_prism_periodic_P0009,unique,3,True,1034.9180873207345,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,12,组2_thin_prism_periodic_P0010,unique,1,True,1874.6776896276024,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,41,组2_thin_prism_periodic_P0010,unique,2,True,3125.322310372395,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,13,组2_thin_prism_periodic_P0011,unique,1,True,3053.5735753661397,5000.0000000000055,5.4569682106375694e-12
组2,thin_prism_periodic,46,组2_thin_prism_periodic_P0011,unique,2,True,1946.4264246338662,5000.0000000000055,5.4569682106375694e-12
组2,thin_prism_periodic,14,组2_thin_prism_periodic_P0012,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
组2,thin_prism_periodic,15,组2_thin_prism_periodic_P0013,unique,1,False,2967.3006364069115,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,30,组2_thin_prism_periodic_P0013,unique,2,False,759.7249841608437,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,32,组2_thin_prism_periodic_P0013,unique,3,False,1272.9743794322424,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,16,组2_thin_prism_periodic_P0014,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,thin_prism_periodic,18,组2_thin_prism_periodic_P0015,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,thin_prism_periodic,20,组2_thin_prism_periodic_P0016,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,thin_prism_periodic,21,组2_thin_prism_periodic_P0017,unique,1,False,3746.525577980492,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,37,组2_thin_prism_periodic_P0017,unique,2,False,1253.4744220195043,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,23,组2_thin_prism_periodic_P0018,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
组2,thin_prism_periodic,24,组2_thin_prism_periodic_P0019,unique,1,False,843.9378326602185,5000.0000000000055,5.4569682106375694e-12
组2,thin_prism_periodic,29,组2_thin_prism_periodic_P0019,unique,2,False,4156.062167339787,5000.0000000000055,5.4569682106375694e-12
组2,thin_prism_periodic,25,组2_thin_prism_periodic_P0020,unique,1,False,3472.012519815564,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,39,组2_thin_prism_periodic_P0020,unique,2,False,1527.9874801844335,4999.999999999997,-2.7284841053187847e-12
组2,thin_prism_periodic,26,组2_thin_prism_periodic_P0021,unique,1,False,5000.0,5000.0,0.0
组2,thin_prism_periodic,27,组2_thin_prism_periodic_P0022,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
组2,thin_prism_periodic,28,组2_thin_prism_periodic_P0023,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
组2,thin_prism_periodic,31,组2_thin_prism_periodic_P0024,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
组2,thin_prism_periodic,33,组2_thin_prism_periodic_P0025,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
组2,thin_prism_periodic,34,组2_thin_prism_periodic_P0026,unique,1,False,1064.8514837356201,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,38,组2_thin_prism_periodic_P0026,unique,2,False,3935.148516264376,4999.999999999996,-3.637978807091713e-12
组2,thin_prism_periodic,35,组2_thin_prism_periodic_P0027,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
组2,thin_prism_periodic,36,组2_thin_prism_periodic_P0028,cannot_reconstruct,1,False,4925.513101435421,4925.513101435421,-74.48689856457895
组3,row_literal,3,组3_row_literal_P0001,cannot_reconstruct,1,False,4874.807153360126,4874.807153360126,-125.192846639874
组3,row_literal,4,组3_row_literal_P0002,cannot_reconstruct,1,False,3536.541437143679,3536.541437143679,-1463.458562856321
组3,row_literal,5,组3_row_literal_P0003,cannot_reconstruct,1,False,1779.052636984073,1779.052636984073,-3220.9473630159273
组3,row_literal,6,组3_row_literal_P0004,cannot_reconstruct,1,False,1478.0691391314886,1478.0691391314886,-3521.9308608685114
组3,row_literal,7,组3_row_literal_P0005,cannot_reconstruct,1,False,4422.796321965136,4422.796321965136,-577.2036780348644
组3,row_literal,8,组3_row_literal_P0006,cannot_reconstruct,1,False,3442.092433649416,3442.092433649416,-1557.9075663505841
组3,row_literal,9,组3_row_literal_P0007,cannot_reconstruct,1,False,2497.5982763783745,2497.5982763783745,-2502.4017236216255
组3,row_literal,10,组3_row_literal_P0008,cannot_reconstruct,1,False,2497.1282484913363,2497.1282484913363,-2502.8717515086637
组3,row_literal,11,组3_row_literal_P0009,cannot_reconstruct,1,False,2904.010790879062,2904.010790879062,-2095.989209120938
组3,row_literal,12,组3_row_literal_P0010,cannot_reconstruct,1,False,4342.181221878726,4342.181221878726,-657.8187781212737
组3,row_literal,13,组3_row_literal_P0011,cannot_reconstruct,1,False,913.5151014276626,913.5151014276626,-4086.4848985723374
组3,row_literal,14,组3_row_literal_P0012,cannot_reconstruct,1,False,2060.382740381134,2060.382740381134,-2939.617259618866
组3,row_literal,15,组3_row_literal_P0013,cannot_reconstruct,1,False,4528.159142474385,4528.159142474385,-471.8408575256153
组3,row_literal,16,组3_row_literal_P0014,cannot_reconstruct,1,False,3509.930579045047,3509.930579045047,-1490.0694209549529
组3,row_literal,17,组3_row_literal_P0015,cannot_reconstruct,1,False,804.9025853004582,804.9025853004582,-4195.097414699541
组3,row_literal,18,组3_row_literal_P0016,cannot_reconstruct,1,False,2497.840944605064,2497.840944605064,-2502.159055394936
组3,row_literal,19,组3_row_literal_P0017,cannot_reconstruct,1,False,981.387976262608,981.387976262608,-4018.612023737392
组3,row_literal,20,组3_row_literal_P0018,cannot_reconstruct,1,False,1471.223154195896,1471.223154195896,-3528.7768458041037
组3,row_literal,21,组3_row_literal_P0019,cannot_reconstruct,1,False,882.4164156787766,882.4164156787766,-4117.5835843212235
组3,row_literal,22,组3_row_literal_P0020,cannot_reconstruct,1,False,1840.460384963259,1840.460384963259,-3159.539615036741
组3,row_literal,23,组3_row_literal_P0021,cannot_reconstruct,1,False,3191.740660501443,3191.740660501443,-1808.259339498557
组3,row_literal,24,组3_row_literal_P0022,cannot_reconstruct,1,False,2765.288061848407,2765.288061848407,-2234.711938151593
组3,row_literal,25,组3_row_literal_P0023,cannot_reconstruct,1,False,3450.0439600567543,3450.0439600567543,-1549.9560399432457
组3,row_literal,26,组3_row_literal_P0024,cannot_reconstruct,1,False,3815.52228969526,3815.52228969526,-1184.47771030474
组3,row_literal,27,组3_row_literal_P0025,cannot_reconstruct,1,False,3665.68426682574,3665.68426682574,-1334.31573317426
组3,row_literal,28,组3_row_literal_P0026,cannot_reconstruct,1,False,4474.302617950936,4474.302617950936,-525.6973820490639
组3,row_literal,29,组3_row_literal_P0027,cannot_reconstruct,1,False,2305.77420421187,2305.77420421187,-2694.22579578813
组3,row_literal,30,组3_row_literal_P0028,cannot_reconstruct,1,False,4036.5366439420955,4036.5366439420955,-963.4633560579045
组3,row_literal,31,组3_row_literal_P0029,cannot_reconstruct,1,False,3711.5554274002566,3711.5554274002566,-1288.4445725997434
组3,row_literal,32,组3_row_literal_P0030,cannot_reconstruct,1,False,831.6354537618065,831.6354537618065,-4168.364546238194
