sheet,scenario,particle_id,status,complete_5000,segment_count,sheet_rows,chain_rows,chain_orientations,total_length_nm,length_residual_nm,junction_count,cross_X,cross_Y,cross_Z,shared_junctions,periodic_junctions,unmatched_boundary_faces
组1,full_cube_periodic,组1_full_cube_periodic_P0005,unique,True,1,7,7,7:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组1,full_cube_periodic,组1_full_cube_periodic_P0006,cannot_reconstruct,False,1,8,8,8:+,1419.6467067908795,-3580.3532932091202,0,0,0,0,0,0,
组1,full_cube_periodic,组1_full_cube_periodic_P0007,cannot_reconstruct,False,1,9,9,9:+,3580.3532932091184,-1419.6467067908816,0,0,0,0,0,0,
组1,full_cube_periodic,组1_full_cube_periodic_P0008,cannot_reconstruct,False,1,10,10,10:+,4423.311529464218,-576.6884705357816,0,0,0,0,0,0,X+:1
组1,full_cube_periodic,组1_full_cube_periodic_P0009,cannot_reconstruct,False,1,13,13,13:+,1019.1172545934198,-3980.8827454065804,0,0,0,0,0,0,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0001,cannot_reconstruct,False,3,3;13;14,3->14->13,3:-;14:-;13:-,4826.182487238174,-173.81751276182604,2,1,0,1,0,2,Y-:1
组1,thin_prism_periodic,组1_thin_prism_periodic_P0002,unique,True,2,4;12,4->12,4:-;12:-,5000.000000000002,1.8189894035458565e-12,1,1,0,0,0,1,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0003,unique,True,2,5;11,5->11,5:-;11:-,5000.0,0.0,1,1,0,0,0,1,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0004,unique,True,1,6,6,6:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0005,unique,True,1,7,7,7:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0006,unique,True,2,8;9,8->9,8:+;9:+,4999.999999999998,-1.8189894035458565e-12,1,0,0,1,0,1,
组1,thin_prism_periodic,组1_thin_prism_periodic_P0007,cannot_reconstruct,False,1,10,10,10:+,4423.311529464218,-576.6884705357816,0,0,0,0,0,0,X+:1;Y-:1
组2,row_literal,组2_row_literal_P0001,cannot_reconstruct,False,1,3,3,3:+,1506.0941803395392,-3493.905819660461,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0002,cannot_reconstruct,False,1,4,4,4:+,4230.185849840471,-769.8141501595292,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0003,cannot_reconstruct,False,1,5,5,5:+,1844.6672446236553,-3155.3327553763447,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0004,cannot_reconstruct,False,1,6,6,6:+,3080.1227520443604,-1919.8772479556396,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0005,cannot_reconstruct,False,1,7,7,7:+,3017.1442233327843,-1982.8557766672157,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0006,cannot_reconstruct,False,1,8,8,8:+,2677.2638185886635,-2322.7361814113365,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0007,cannot_reconstruct,False,1,9,9,9:+,1556.4879696949872,-3443.5120303050126,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0008,cannot_reconstruct,False,1,10,10,10:+,829.4383879007114,-4170.561612099289,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0009,cannot_reconstruct,False,1,11,11,11:+,1944.0559972924643,-3055.9440027075357,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0010,cannot_reconstruct,False,1,12,12,12:+,1874.6776896276024,-3125.3223103723976,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0011,cannot_reconstruct,False,1,13,13,13:+,3053.5735753661397,-1946.4264246338603,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0012,unique,True,1,14,14,14:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0013,cannot_reconstruct,False,1,15,15,15:+,2967.3006364069115,-2032.6993635930885,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0014,unique,True,1,16,16,16:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0015,cannot_reconstruct,False,1,17,17,17:+,3716.8968047957146,-1283.1031952042854,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0016,unique,True,1,18,18,18:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0017,cannot_reconstruct,False,1,19,19,19:+,1102.1814925754359,-3897.818507424564,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0018,unique,True,1,20,20,20:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0019,cannot_reconstruct,False,1,21,21,21:+,3746.525577980492,-1253.474422019508,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0020,cannot_reconstruct,False,1,22,22,22:+,2021.025915386798,-2978.9740846132017,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0021,unique,True,1,23,23,23:+,5000.000000000008,8.185452315956354e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0022,cannot_reconstruct,False,1,24,24,24:+,843.9378326602185,-4156.062167339782,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0023,cannot_reconstruct,False,1,25,25,25:+,3472.012519815564,-1527.9874801844362,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0024,unique,True,1,26,26,26:+,5000.0,0.0,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0025,unique,True,1,27,27,27:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0026,unique,True,1,28,28,28:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0027,cannot_reconstruct,False,1,29,29,29:+,4156.062167339787,-843.9378326602127,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0028,cannot_reconstruct,False,1,30,30,30:+,759.7249841608437,-4240.275015839156,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0029,unique,True,1,31,31,31:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0030,cannot_reconstruct,False,1,32,32,32:+,1272.9743794322424,-3727.025620567758,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0031,unique,True,1,33,33,33:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0032,cannot_reconstruct,False,1,34,34,34:+,1064.8514837356201,-3935.14851626438,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0033,unique,True,1,35,35,35:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0034,cannot_reconstruct,False,1,36,36,36:+,4925.513101435421,-74.48689856457895,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0035,cannot_reconstruct,False,1,37,37,37:+,1253.4744220195043,-3746.5255779804957,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0036,cannot_reconstruct,False,1,38,38,38:+,3935.148516264376,-1064.8514837356238,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0037,cannot_reconstruct,False,1,39,39,39:+,1527.9874801844335,-3472.0125198155665,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0038,cannot_reconstruct,False,1,40,40,40:+,3443.512030305012,-1556.487969694988,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0039,cannot_reconstruct,False,1,41,41,41:+,3125.322310372395,-1874.677689627605,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0040,cannot_reconstruct,False,1,42,42,42:+,927.5617455518203,-4072.4382544481796,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0041,cannot_reconstruct,False,1,43,43,43:+,1338.582052862184,-3661.417947137816,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0042,cannot_reconstruct,False,1,44,44,44:+,2322.736181411338,-2677.263818588662,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0043,cannot_reconstruct,False,1,45,45,45:+,2227.771009824533,-2772.228990175467,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0044,cannot_reconstruct,False,1,46,46,46:+,1946.4264246338662,-3053.573575366134,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0045,cannot_reconstruct,False,1,47,47,47:+,1919.8772479556317,-3080.122752044368,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0046,cannot_reconstruct,False,1,48,48,48:+,1934.5129293238506,-3065.4870706761494,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0047,cannot_reconstruct,False,1,49,49,49:+,1053.1422742228324,-3946.8577257771676,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0048,cannot_reconstruct,False,1,50,50,50:+,1034.9180873207345,-3965.0819126792658,0,0,0,0,0,0,
组2,row_literal,组2_row_literal_P0049,cannot_reconstruct,False,1,51,51,51:+,577.4739501397556,-4422.526049860245,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0001,cannot_reconstruct,False,2,3;49,3->49,3:-;49:-,2559.2364545623714,-2440.7635454376286,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0002,cannot_reconstruct,False,2,4;51,4->51,4:-;51:-,4807.659799980226,-192.34020001977387,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0003,cannot_reconstruct,False,2,5;45,5->45,5:-;45:-,4072.438254448188,-927.5617455518118,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0004,unique,True,2,6;47,6->47,6:-;47:-,4999.999999999992,-8.185452315956354e-12,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0005,cannot_reconstruct,False,2,7;48,7->48,7:-;48:-,4951.657152656635,-48.342847343365065,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0006,unique,True,2,8;44,8->44,8:-;44:-,5000.000000000002,1.8189894035458565e-12,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0007,unique,True,2,9;40,9->40,9:-;40:-,4999.999999999999,-9.094947017729282e-13,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0008,cannot_reconstruct,False,1,10,10,10:+,829.4383879007114,-4170.561612099289,0,0,0,0,0,0,X-:1
组2,full_cube_periodic,组2_full_cube_periodic_P0009,cannot_reconstruct,False,2,11;50,11->50,11:-;50:-,2978.974084613199,-2021.025915386801,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0010,unique,True,2,12;41,12->41,12:-;41:-,4999.999999999997,-2.7284841053187847e-12,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0011,unique,True,2,13;46,13->46,13:-;46:-,5000.0000000000055,5.4569682106375694e-12,1,1,0,0,0,1,
组2,full_cube_periodic,组2_full_cube_periodic_P0012,unique,True,1,14,14,14:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0013,cannot_reconstruct,False,1,15,15,15:+,2967.3006364069115,-2032.6993635930885,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0014,unique,True,1,16,16,16:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0015,cannot_reconstruct,False,1,17,17,17:+,3716.8968047957146,-1283.1031952042854,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0016,unique,True,1,18,18,18:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0017,cannot_reconstruct,False,1,19,19,19:+,1102.1814925754359,-3897.818507424564,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0018,unique,True,1,20,20,20:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0019,cannot_reconstruct,False,1,21,21,21:+,3746.525577980492,-1253.474422019508,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0020,cannot_reconstruct,False,1,22,22,22:+,2021.025915386798,-2978.9740846132017,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0021,unique,True,1,23,23,23:+,5000.000000000008,8.185452315956354e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0022,cannot_reconstruct,False,1,24,24,24:+,843.9378326602185,-4156.062167339782,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0023,cannot_reconstruct,False,1,25,25,25:+,3472.012519815564,-1527.9874801844362,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0024,unique,True,1,26,26,26:+,5000.0,0.0,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0025,unique,True,1,27,27,27:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0026,unique,True,1,28,28,28:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0027,cannot_reconstruct,False,1,29,29,29:+,4156.062167339787,-843.9378326602127,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0028,cannot_reconstruct,False,1,30,30,30:+,759.7249841608437,-4240.275015839156,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0029,unique,True,1,31,31,31:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0030,cannot_reconstruct,False,1,32,32,32:+,1272.9743794322424,-3727.025620567758,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0031,unique,True,1,33,33,33:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0032,cannot_reconstruct,False,1,34,34,34:+,1064.8514837356201,-3935.14851626438,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0033,unique,True,1,35,35,35:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0034,cannot_reconstruct,False,1,36,36,36:+,4925.513101435421,-74.48689856457895,0,0,0,0,0,0,X+:1
组2,full_cube_periodic,组2_full_cube_periodic_P0035,cannot_reconstruct,False,1,37,37,37:+,1253.4744220195043,-3746.5255779804957,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0036,cannot_reconstruct,False,1,38,38,38:+,3935.148516264376,-1064.8514837356238,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0037,cannot_reconstruct,False,1,39,39,39:+,1527.9874801844335,-3472.0125198155665,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0038,cannot_reconstruct,False,1,42,42,42:+,927.5617455518203,-4072.4382544481796,0,0,0,0,0,0,
组2,full_cube_periodic,组2_full_cube_periodic_P0039,cannot_reconstruct,False,1,43,43,43:+,1338.582052862184,-3661.417947137816,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0001,unique,True,4,3;19;43;49,19->3->49->43,19:-;3:-;49:-;43:-,4999.999999999991,-9.094947017729282e-12,3,1,1,1,0,3,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0002,cannot_reconstruct,False,2,4;51,4->51,4:-;51:-,4807.659799980226,-192.34020001977387,1,1,0,0,0,1,Z-:1
组2,thin_prism_periodic,组2_thin_prism_periodic_P0003,unique,True,3,5;42;45,5->45->42,5:-;45:-;42:-,5000.000000000008,8.185452315956354e-12,2,1,1,0,0,2,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0004,unique,True,2,6;47,6->47,6:-;47:-,4999.999999999992,-8.185452315956354e-12,1,1,0,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0005,cannot_reconstruct,False,2,7;48,7->48,7:-;48:-,4951.657152656635,-48.342847343365065,1,1,0,0,0,1,Y-:1
组2,thin_prism_periodic,组2_thin_prism_periodic_P0006,unique,True,2,8;44,8->44,8:-;44:-,5000.000000000002,1.8189894035458565e-12,1,1,0,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0007,unique,True,2,9;40,9->40,9:-;40:-,4999.999999999999,-9.094947017729282e-13,1,1,0,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0008,cannot_reconstruct,False,2,10;17,10->17,10:+;17:+,4546.335192696426,-453.664807303574,1,0,0,1,0,1,X-:1
组2,thin_prism_periodic,组2_thin_prism_periodic_P0009,unique,True,3,11;22;50,22->11->50,22:-;11:-;50:-,4999.999999999996,-3.637978807091713e-12,2,1,0,1,0,2,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0010,unique,True,2,12;41,12->41,12:-;41:-,4999.999999999997,-2.7284841053187847e-12,1,1,0,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0011,unique,True,2,13;46,13->46,13:-;46:-,5000.0000000000055,5.4569682106375694e-12,1,1,0,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0012,unique,True,1,14,14,14:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0013,unique,True,3,15;30;32,15->30->32,15:+;30:+;32:+,4999.999999999997,-2.7284841053187847e-12,2,0,1,1,0,2,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0014,unique,True,1,16,16,16:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0015,unique,True,1,18,18,18:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0016,unique,True,1,20,20,20:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0017,unique,True,2,21;37,21->37,21:+;37:+,4999.999999999996,-3.637978807091713e-12,1,0,1,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0018,unique,True,1,23,23,23:+,5000.000000000008,8.185452315956354e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0019,unique,True,2,24;29,24->29,24:+;29:+,5000.0000000000055,5.4569682106375694e-12,1,0,0,1,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0020,unique,True,2,25;39,25->39,25:+;39:+,4999.999999999997,-2.7284841053187847e-12,1,0,1,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0021,unique,True,1,26,26,26:+,5000.0,0.0,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0022,unique,True,1,27,27,27:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0023,unique,True,1,28,28,28:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0024,unique,True,1,31,31,31:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0025,unique,True,1,33,33,33:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0026,unique,True,2,34;38,34->38,34:+;38:+,4999.999999999996,-3.637978807091713e-12,1,0,1,0,0,1,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0027,unique,True,1,35,35,35:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组2,thin_prism_periodic,组2_thin_prism_periodic_P0028,cannot_reconstruct,False,1,36,36,36:+,4925.513101435421,-74.48689856457895,0,0,0,0,0,0,X+:1
组3,row_literal,组3_row_literal_P0001,cannot_reconstruct,False,1,3,3,3:+,4874.807153360126,-125.192846639874,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0002,cannot_reconstruct,False,1,4,4,4:+,3536.541437143679,-1463.458562856321,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0003,cannot_reconstruct,False,1,5,5,5:+,1779.052636984073,-3220.9473630159273,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0004,cannot_reconstruct,False,1,6,6,6:+,1478.0691391314886,-3521.9308608685114,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0005,cannot_reconstruct,False,1,7,7,7:+,4422.796321965136,-577.2036780348644,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0006,cannot_reconstruct,False,1,8,8,8:+,3442.092433649416,-1557.9075663505841,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0007,cannot_reconstruct,False,1,9,9,9:+,2497.5982763783745,-2502.4017236216255,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0008,cannot_reconstruct,False,1,10,10,10:+,2497.1282484913363,-2502.8717515086637,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0009,cannot_reconstruct,False,1,11,11,11:+,2904.010790879062,-2095.989209120938,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0010,cannot_reconstruct,False,1,12,12,12:+,4342.181221878726,-657.8187781212737,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0011,cannot_reconstruct,False,1,13,13,13:+,913.5151014276626,-4086.4848985723374,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0012,cannot_reconstruct,False,1,14,14,14:+,2060.382740381134,-2939.617259618866,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0013,cannot_reconstruct,False,1,15,15,15:+,4528.159142474385,-471.8408575256153,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0014,cannot_reconstruct,False,1,16,16,16:+,3509.930579045047,-1490.0694209549529,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0015,cannot_reconstruct,False,1,17,17,17:+,804.9025853004582,-4195.097414699541,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0016,cannot_reconstruct,False,1,18,18,18:+,2497.840944605064,-2502.159055394936,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0017,cannot_reconstruct,False,1,19,19,19:+,981.387976262608,-4018.612023737392,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0018,cannot_reconstruct,False,1,20,20,20:+,1471.223154195896,-3528.7768458041037,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0019,cannot_reconstruct,False,1,21,21,21:+,882.4164156787766,-4117.5835843212235,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0020,cannot_reconstruct,False,1,22,22,22:+,1840.460384963259,-3159.539615036741,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0021,cannot_reconstruct,False,1,23,23,23:+,3191.740660501443,-1808.259339498557,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0022,cannot_reconstruct,False,1,24,24,24:+,2765.288061848407,-2234.711938151593,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0023,cannot_reconstruct,False,1,25,25,25:+,3450.0439600567543,-1549.9560399432457,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0024,cannot_reconstruct,False,1,26,26,26:+,3815.52228969526,-1184.47771030474,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0025,cannot_reconstruct,False,1,27,27,27:+,3665.68426682574,-1334.31573317426,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0026,cannot_reconstruct,False,1,28,28,28:+,4474.302617950936,-525.6973820490639,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0027,cannot_reconstruct,False,1,29,29,29:+,2305.77420421187,-2694.22579578813,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0028,cannot_reconstruct,False,1,30,30,30:+,4036.5366439420955,-963.4633560579045,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0029,cannot_reconstruct,False,1,31,31,31:+,3711.5554274002566,-1288.4445725997434,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0030,cannot_reconstruct,False,1,32,32,32:+,831.6354537618065,-4168.364546238194,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0031,cannot_reconstruct,False,1,33,33,33:+,3277.8623350247467,-1722.1376649752533,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0032,cannot_reconstruct,False,1,34,34,34:+,3934.469704923681,-1065.530295076319,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0033,cannot_reconstruct,False,1,35,35,35:+,3432.2559148160726,-1567.7440851839274,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0034,cannot_reconstruct,False,1,36,36,36:+,3965.7249804704193,-1034.2750195295807,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0035,cannot_reconstruct,False,1,37,37,37:+,3102.4049691529685,-1897.5950308470315,0,0,0,0,0,0,
